Press,Headline,Analysis
경향신문,제로백 ‘3초대’ 전기차…엄청난데?,긍정
연합뉴스,"전기차 시장 선도하는 중국..""올해 예상 판매량 600만대""",긍정
연합뉴스,"美·EU ""전기차 보조금 TF 논의 초기 진전…건설적 해결 약속""",긍정
뉴시스,"GM, 한국에서 전기차 생산 안하겠다는 이유는?",중립
한국경제,기아 EV9·벤츠 EQS…전기차도 '덩치 싸움',중립
오토타임즈,"[하이빔]전기차, 충전도 고를 수 있어야",중립
지디넷코리아,전기차 대세론에도 잘 팔리는 하이브리드車…왜?,중립
뉴시스,韓 전기차 배터리 '질주'…中·日 협공에 주춤하나,중립
머니투데이,"""중국車 누가 타냐고?""…테슬라 앞지른 판매량, '진격의 전기차'[차이나는 중국]",긍정
연합뉴스,[美선거 D-30] ③ 한국산 전기차 차별논란 해소될까..북한 변수는,중립
동아일보,"""전기차 보조금 해결위한 對美협상, 반도체-배터리와 연계할수도""",중립
아이뉴스24,[시승기] 하이브리드 노하우 그대로..렉서스 첫 전기차 'UX 300e',중립
중앙일보,IRA 후폭풍 덮쳤다..현대차·기아 미국서 전기차 판매량 '뚝',부정
동아일보,"""내연기관의 감성과 소리를 간직한 순수 전기차""",중립
경향신문,미 상원 '한국 전기차도 2025년 말까지 보조금 지급' 법안 발의,긍정
한국경제,"""날렵한 외모에 반했다""…벤츠 전기차 '끝판왕' EQS 450+ [신차털기]",긍정
연합뉴스,국산 전기차 10만시대 열렸다…완성차 5개사 판매 첫 돌파,긍정
뉴시스,서울 전기차 등록대수 7만대 돌파…온실가스 감축 기대,긍정
조선일보,전기차 공장 못 짓게 하는 기아 노조의 기상천외 주장,부정
국제신문,"한국 전기차 수출, 독일·미국·중국에 이어 '세계 4위'",긍정
연합뉴스,"중국 토종전기차, 테슬라 추격전..코로나 악화에도 공장 신설",중립
뉴시스,"한국타이어 vs 금호타이어, 전기차용 타이어 경쟁 본격화",중립
파이낸셜뉴스,전기차 버블 꺼졌나… 주가 줄줄이 폭락,부정
동아일보,"바이든, 공화당 IRA 개정 제동… 韓 전기차보조금 해결 어려워져",부정
연합뉴스,"바이든, 조지아주 현대 전기차공장 기공식에 ""미국 경제에 기여""",긍정
뉴시스,"""미 기후법 통과로 지원금 늘지만 전기차 여전히 비싸""",중립
SBS Biz,[단독] 1년 걸린다고? '택배용 전기차' 출고 앞당긴다,긍정
전자신문,[르포]전기차 강국 덴마크를 가다,중립
연합뉴스,"일본 닛산도 ""美 IRA 전기차 보조금 규정 유예기간 달라""",중립
JTBC,"미 '전기차 보조금 삭감'에..""국내 테슬라 보조금 끊어야"" 주장도",부정
매일경제,아우디의 쉼없는 전기차 전략 … 한국 제대로 홀렸다,긍정
세계일보,전기차 특유의 이질감 확 줄인 폭스바겐 첫 전기 SUV ID.4,긍정
YTN,전기차 충전 오류 없앤다...'국제 표준' 작업 착수,긍정
경향신문,"'아반떼' 가격의 전기차, 언제 나올까",중립
연합뉴스,"""日정부, 美인플레법 혜택 전기차 요건 완화 美정부에 제안키로""",중립
중앙일보,[신경진의 차이나는 차이나] 中 전기차 굴기..배후엔 700만대 실시간 '빅데이터',중립
머니투데이,'車 산업의 애플' 기대감 무너진 테슬라...전기차 독주 흔들린다,부정
경향신문,"전기차 무선 충전 시대, 어떤 모습일까",중립
연합뉴스,"중국 CATL, 갈아끼는 전기차 배터리 사업 개시",중립
머니투데이,"""하이브리드차보다 전기차가 더 팔렸다""..사상 첫 내수 추월",긍정
연합뉴스,"이재명 ""특별협상단 파견해 '전기차 패싱' 수습책 마련해야""",중립
국제신문,車 생산·수출·내수 '트리플 증가'..전기차 판매 급증,긍정
머니투데이,"바이든, 이래서 인플레법 강행했나..미국산 전기차 호적수, '한국산'",부정
세계일보,美·EU “전기차 보조금 논의…건설적 해결 약속”,긍정
전자신문,"수입 전기차, 테슬라 빼고 질주",긍정
뉴시스,"""전기차 배터리·플라스틱 재사용 활성화""..규제 확 푼다",긍정
뉴시스,"GGM ""내년 전기차 기반 구축, 2024년부터 생산""",중립
조선비즈,"中 전기차 BYD, 한국 진출 임박… 사무소 열고 딜러사 물색",중립
KBS,"전기차 '판 갈겠다'는 바이든, '동맹'도 뒷전인 이유는?",부정
연합뉴스,"여한구 前통상본부장 ""IRA 통과 前 전기차 투자업체에 혜택줘야""",중립
MBC,테슬라 급발진 의심 사고 잇따라‥중국 전기차 1위 '흔들',부정
매일경제,“한국인은 호구?”…중국에선 韓 반값에 파는 이 전기차[위클리 기사단],부정
뉴시스,"'e-트론' 앞세운 아우디…""韓 수입 전기차 이끌 것""",긍정
비즈워치,"현대차그룹, 전기차에 온돌 시스템 장착하는 이유",중립
머니투데이,"韓보다 1000만원 더 싸…벤츠 전기차, 中서 4400만원 '굴욕 세일'",부정
뉴시스,"""세계 車시장 위축에도 전기차는 '쑥쑥'..韓 수출 4위""",긍정
뉴시스,전기차 충전시설 사고 막는다…제조·설치·운영 단계별 안전 강화,긍정
매일경제,"[시승기] 폭스바겐, ID.3 건너뛰고 'ID.4'로 韓 전기차 시장 '도전'",중립
연합뉴스,"EU, 美 자국산 전기차 우선 지원법에 ""WTO 위반""",부정
JTBC,대통령 공약 파기?..내달부터 '전기차 충전' 요금도 오른다,부정
뉴시스,"13조 투자 약속했는데..정의선, 美전기차 보조금 삭감에 긴급 방미",부정
머니투데이,전기차 충전료 올린다더니 아직 그대로..왜?,중립
연합뉴스,"현대 美전기차 조지아 공장, IRA 파고 속 예정대로 25일 착공식",중립
세계일보,"[단독] 아우디 전기차 'e트론' 배터리 문제로 '주행불가'라는데.. 서비스센터는 ""수리 불가""",부정
연합뉴스,"현대차·기아, 유럽서 전기차 누적판매 20만대 연이어 돌파",긍정
조선비즈,"""보조금 끊기면 재고 전락"".. 푸조, 전기차 대규모 할인",부정
매일경제,"美 월저널 ""한국인, 바이든에 실망..美 투자에도 전기차 차별""",부정
한국경제,"""테슬라 잡는다"" BMW, 헝가리 전기차 공장 투자규모 2배 늘려",긍정
노컷뉴스,"전기차 30만대 돌파…제주, 사람보다 자동차가 더 많아",중립
중앙일보,버핏에 수익률 2000% 안겼다..테슬라 쫓는 전기차 2위 업체,긍정
YTN,'인플레법' 한국 전기차 차별 조항 고칠 수 있나?,중립
머니투데이,한국산 전기차 美 '수출 전선' 먹구름에..철강업계도 '촉각',부정
뉴시스,"현대차·기아, IRA 타격이 현실로..전기차 '판매 감소'",부정
전주MBC,"""중국산 전기차 재조립"".. 이게 '군산형 일자리'?",부정
한국경제,진화하는 전기차..연말까지 기대작 쏟아진다,긍정
채널A,또 전기차 사망…불 끄는데 2시간,부정
IT동아,불편한 전기차 충전..태양광 기술로 개선한다,중립
뉴시스,"美, 상업용 한국 전기차 세액공제…""우리 정부 요구 반영""",중립
연합뉴스,中 전기차 1위 비야디의 역주행…美 테슬라와 달리 가격 인상,중립
문화일보,<오후여담>페라리 전기차,중립
동아일보,"美 전기차 보조금법 개정, 중간선거 前 쉽지 않을듯",부정
뉴시스,"서울대공원 등 주차장에 '전기차 충전기'…""200기 이상""",긍정
파이낸셜뉴스,"이재용, BMW 회장 만나 '전기차' 협력 강화 논의",긍정
KBS,전기차 화재 느는데…진화장비 보급 저조,부정
파이낸셜뉴스,美 한국산 전기차 보조금 혜택 제외.. 양국 무역 마찰 우려,부정
문화일보,[단독] 노들섬 ‘전기차 경주대회’ 추진…생태 훼손 우려도,중립
뉴시스,베트남·대만·인도 업체들…글로벌 전기차에 '도전장',중립
연합뉴스,전기차 무선충전 이르면 내달 도입…스마트폰 IoT 규제도 푼다,긍정
국민일보,"[Car스텔라] ""실용보다 체면"".. 한국서 맥 못추는 초소형 전기차",부정
한겨레,미 IRA 대응? 수입 전기차 직영 A/S센터 없으면 보조금 깎는다,부정
시사저널,[이주의 법안] “충전 줄에 손도 안 닿아”…장애인 ‘전기차 장벽’ 없앨 방법은?,중립
중앙일보,"고금리, 보조금 중단에 전기차 고공행진 ‘멈칫’하나",부정
국민일보,"기초체력 키운 중국 전기차, 세계시장 공략 ‘본색’",긍정
아이뉴스24,"현대차·기아, 美 IRA에도 전기차 성장 스토리 이상 無",중립
연합뉴스,"현대 美전기차 조지아 공장, IRA 파고 속 예정대로 25일 착공식(종합)",중립
쿠키뉴스,고유가 시대 쏟아지는 전기차..하반기 경쟁 후끈,긍정
조선일보,전기차 저렴하게 ‘구독’하세요… 대신 배터리는 찾아갈게요,중립
연합뉴스,미 인플레 감축법안에 전기차 세액공제 등 수혜 전망,긍정
연합뉴스,"'중국사업 고전' 베이징현대 1.2조원 증자..""전기차 투자""",부정
머니투데이,"""전기차 美서 만들겠다""는 바이든..한국산 차별 진통 길어지나",부정
뉴시스,"""전기차 화재 잡는다""...제주소방본부, 실물 훈련 전개",중립
전자신문,"벤츠, '프리미엄 전기차' 왕좌 노린다",긍정
머니투데이,"외신들 '韓의 배신감' 전하지만..美선 ""전기차 문제? 곧 선거라..""",부정
노컷뉴스,"미국, 등 떠밀려 '전기차 차별' 협의체 구성했나?",부정
경향신문,"전기차 시대, 하이브리드를 건너뛸 수 없는 이유",중립
파이낸셜뉴스,물에 담가야 겨우 꺼지는 전기차 화재… 소방장비 태부족,부정
연합뉴스,[우크라 침공] 니켈 가격 폭등..전기차 시대 개막 차질 빚나,부정
동아일보,"볼보, XC90급 전기차 ‘EX90’ 공개… “바퀴 달린 컴퓨터 구현했다”",긍정
오토타임즈,자동차 도시 울산? 전기차 등록은 최저,부정
세계일보,한파가 더 불안한 전기차 운전자…주행가능거리 최대 30%가량 감소,부정
국민일보,‘전기차 과도기’ 틈타 질주하는 하이브리드차,부정
중앙일보,"모두 전기차 올인할 때..세계 1위 도요타는 다른 차 키운다, 왜",부정
세계일보,"바이든, '기후변화법안' 서명.. 韓 전기차 美 세금혜택 제외 '비상'",부정
머니투데이,"한국 전기차, 이 정도 일줄은..'세계 4위 수출' 기록 썼다",긍정
SBS,"'전기차 보조금', 우리도 손본다…테슬라 겨냥 IRA 맞불?",중립
조선비즈,주차장에 나타난 '전기 도둑'.. 전기차 충전소 부족에 공용콘센트 사용하는 '꼼수족',부정
뉴시스,"서울시, '전기차 주차요금 자동감면' 개발..'얌체족' 사라질까",중립
데일리안,中 재기 노리는 현대차..전기차 현지 생산 통할까,중립
동아일보,“전기차 인프라 시장 잡아라”… 무선-이동충전 앞다퉈 선보여,긍정
한국경제,비야디·CATL 앞세워 전기차·배터리 글로벌 주도권 노리는 중국,중립
연합뉴스,"""유럽 전기차 월간 판매량, 디젤차 첫 추월""",중립
국민일보,“전기차 100% 전환 가능?”… 회의론자들의 답변은,부정
한국경제,"""전기차 기업 생사 달렸다""…정부, 美 IRA '운명의 2주' 총력전",부정
아레나,아파트와 전기차는 공생할 수 있나?,중립
아이뉴스24,"판 커진 한국 전기차 시장..올 가을, 국내 전기차 신차 대전 '후끈'",긍정
비즈워치,"현대차, 미국 전기차 공장 '첫삽' 의미는",중립
뉴시스,"산자위, 美 전기차 차별 금지 촉구 결의안 의결..""한미관계 악영향""",부정
SBS Biz,한국산 전기차도 '리스' 등 상업용은 美 인플레법 보조금 혜택,중립
MBC,"""도움되길 바란다""‥동맹 달래기 나선 미국, 상업용 전기차 보조금 혜택 포함",긍정
파이낸셜뉴스,"""전기차 배터리 가격 당분간 안 떨어진다"" 포드 CEO",부정
머니투데이,"""더이상 '전기차=테슬라' 아냐""…위기 테슬라, 해외선 어떻게 보나",부정
한국경제,"""아파트에 전기차 충전기 설치하긴 했는데…"" 한숨 내쉰 이유 [전기차 30만 시대(2)]",부정
연합뉴스,"중국 전기차 선두 비야디, 올해 누적 판매량 100만대 돌파",긍정
연합뉴스,"美상원, 중국산 배터리·핵심광물 탑재 전기차 세액공제 배제",부정
매일경제,“전기차 탈없이 타려면 ‘바퀴궁합’ 따져야”…‘대세예감’ 한국타이어 아이온,중립
조선일보,한국은 글로벌 전기차 호구,부정
MBC,전기차 '10만 대 클럽' 합류했지만..보조금은 줄어,부정
머니투데이,IRA 후 쏟아지는 美 전기차 투자..K배터리 수혜 커진다,긍정
뉴시스,"국내 전기차 10만대 돌파 속 ""기여금이 '희비' 가른다""",중립
국민일보,"‘전기차 대세’ 전환 과도기, 하이브리드차가 내달린다",중립
경향신문,한국산 전기차도 ‘리스 차량’은 IRA 보조금 받는다,긍정
SBS Biz,테슬라 '철옹성' 점유율 저가 전기차에 균열,부정
중앙일보,"고유가에 날개 단 전기차, 판매량 역대 최대",긍정
뉴시스,테슬라 왜 이러나…국내 전기차 관련주 모두 '울상',부정
연합뉴스,'춘추전국시대' 국내 수입전기차 시장..테슬라 쫓는 유럽 브랜드,중립
뉴시스,"日 도요타, 전기차 전용 생산라인 자국 내 설치 검토",중립
중앙일보,"BMW 회장 다시 만난 이재용, 전기차 동맹 다졌다",긍정
연합뉴스,"중국 전기차 업계, 반도체 이은 배터리 공급난에 생산 차질",부정
매일경제,"""괜히 전기차 샀다. 고향길=고생길""..'충전고통' 없는 혼다 어코드HV [카슐랭]",부정
조선비즈,수입전기차 잘 나가는데… 전동화 더딘 ‘르쌍쉐’는 존재감 없어,부정
조선일보,"내년부터 들어오는 中전기차, 보조금 대폭 삭감될듯",부정
한국경제,"日, 전기차 점유율 2%로 추락…하이브리드 고집 '뼈아픈 패착'",부정
조선비즈,"직영 서비스센터 없는 전기차, 내년부터 보조금 삭감",부정
동아일보,"""美 전기차 보조금 받자"".. 獨총리가 직접 뛰고, 日은 美투자 확대",중립
연합뉴스,"중국 전기차 스타트업, 유럽 공략 가속..샤오펑 'P5' 세단 수출",중립
동아일보,"한미, '전기차 보조금 협의체' 구성 합의",긍정
중앙일보,젠틀 미소로 韓전기차 뒤통수..바이든은 '공손한 트럼프'였다 [박현영의 워싱턴 살롱],부정
연합뉴스,美 전기차 세금혜택 한국차 모두 제외..국내업체 '발등의 불',부정
SBS Biz,"도요타 CEO ""전기차는 하나의 선택지…정답 아직 불분명""",중립
경향신문,"자동차연구원 “인도네시아·태국, 전기차 생산에 적극 활용해야”",중립
연합뉴스,"""작년 세계 전기차 판매량 450만대..두배 이상 급증""",긍정
전자신문,"美·中, 전기차 시장 양강 구도…존재감 없는 韓",부정
조선일보,‘리스·렌트용’ 한국전기차는 美보조금 받는다,긍정
머니투데이,"""美 전기차 보조금 차별, 문제있다""…韓 이어 日도 공식서한 제출",부정
연합뉴스,"미 ""EU와 전기차 세액공제안 계속 논의""..한미도 곧 실무협의",중립
동아일보,"韓, '전기차 보조금' 문제 제기에.. 美 ""뜻밖이다, 영향 분석중""",중립
KBS,"전기차 천국 제주, 특수 화재 진압 장비 도입",중립
비즈워치,선택지 넓어진 전기차..세단·SUV·럭셔리까지,긍정
뉴시스,"혼다, 한국기업과 손잡고 美전기차 시장 노려..EV 배터리 수조원 투자",긍정
중앙일보,내년 신차 출시 라인업은?…SUV·전기차로 대세 몰이,중립
뉴시스,中봉쇄 해제 기대감에...개미들 '전기차 ETF' 담는다,긍정
조선비즈,"전기차 보험료, 평균 100만원 육박.. ""수리비 비싸고 사고 많아""",부정
뉴시스,"美 '전기차 차별법' 개정 물거품?..정부 ""기존 협의 상황 여전""",부정
매일경제,"테슬라 값질, '5999만원 꼼수' 덕분..전기차 대세, 5490만원 [세상만車]",중립
연합뉴스,"""아무리 뿌려도 안꺼지는 전기차 불""…두시간 넘게 지속",부정
연합뉴스,테슬라 3분기 매출 '어닝 미스'..전기차 인도량 목표 낮춰(종합2보),부정
연합뉴스,"EU도 美인플레법에 반발…""유럽 전기차, 북미산 동등 대우해야""",중립
데일리안,“테슬라 비켜” 전기차 대중화로 1위 노리는 GM,긍정
연합뉴스,"미·EU, 인플레법 전기차 보조금 협의 TF 공식 발족",중립
YTN,"美 ""상업용 전기차도 보조금 대상""...로이터 ""한국의 승리""",긍정
연합뉴스,"한미협력으로 첫삽 뜬 현대 전기차공장..""한국은 신뢰할 파트너""",긍정
경향신문,"미국 IRA에 대응하나···환경부, 수입전기차 보조금 깎는 개편안 추진",부정
연합뉴스,"신차 이어 중고 전기차도 인기..등록하면 팔리고, 가격 오르고",긍정
경향신문,"국내 전기차 판매량, 하이브리드차 사상 첫 추월",긍정
국민일보,국산 전기차 내수 판매 질주… 올해 처음 10만대 넘어섰다,긍정
지디넷코리아,"폭스콘, 사우디 국부펀드와 손잡고 전기차 만든다",중립
지디넷코리아,"美 인플레이션 감축법, 전기차 시장에도 '칼바람'",부정
뉴시스,"獨, 3년간 8.83조원 투입해 전기차 중전망 대대적 확장",긍정
세계일보,[설왕설래] 전기차 '배터리 대란',부정
머니투데이,"'매년 10만개' 전기차 폐배터리 어디다 쓰나..""기준이 없어요""",부정
경향신문,숨통 트인 현대차···IRA “리스 전기차도 보조금 준다”,긍정
머니투데이,"아이폰의 폭스콘, '전기차' 업계 TSMC가 될 수 있을까",중립
뉴시스,"""전기차 충전에 걸리는 시간 아이폰보다 빨라진다"" WSJ",긍정
비즈워치,전기차 무선충전 시대 도래한다,긍정
채널A,"[단독]미 의회서도 ""한국 전기차 차별 바로잡을 것""",긍정
조선일보,2700만원 싼 '보급형 전기차' 나온다,긍정
아이뉴스24,전기차 충전기 통신방식 표준화한다,중립
한국경제,렉서스 첫 전기차·PHEV 한국 출시,중립
뉴시스,"인천·제주, 전기차 보급 우수 지자체로 선정…장관 표창",긍정
뉴시스,"""전기차, 직영 AS센터 있어야 보조금""…개편안 의견수렴",중립
뉴시스,"전경련 ""전기차 시대..인도네시아, 아세안 최상 협력 파트너""",긍정
한국경제,"현대차, IRA 걱정 덜었다…'리스 전기차'에는 보조금 지급",긍정
YTN,북미시장 '한국산 전기차' 고전...IRA 돌파구 시급,부정
SBS Biz,美 전기차 공장서 제네시스·현대·기아차 함께 만든다,중립
비즈워치,전기차 다이어트 시키는 두산 PFC 뭐길래,중립
머니투데이,中 폭발적 전기차 수요..8월만 66만대 넘게 팔려 '역대 최다',긍정
뉴시스,"하이브리드, ""전기차에 자리 내준다 vs 아직은 건재""",중립
조선비즈,"아웃렛 화재 원인 전기차 아니라지만.. ""아파트 주차장도 대비해야""",부정
오토타임즈,"택시 요금, 전기차라고 비싸도 될까?",부정
데일리안,IRA로 새국면 맞은 전기차 레이스..현대차 위상 달라질까,중립
머니투데이,"""사람만 인생 2모작 하나요""..죽어도 살아나는 전기차 배터리",긍정
MBC,속수무책 전기차 화재..대책은?,부정
문화일보,<오후여담>전기차 전비(電費),중립
뉴시스,"바이든 ""전기차 미국 내 생산"" 재차 강조..한·미 협상 장기화하나(종합)",중립
매일경제,팽창하는 전기차 시장…인프라·배터리·데이터로 맞춤정비 나선다,중립
매일경제,전기차 맞아? 車안서 문서 작업해도 멀미 안나네,긍정
조선일보,"정의선의 첫 공장, 현대차그룹 미국 전기차 공장 첫 삽 떴다",긍정
중앙일보,가격 20만원 비싸도…전기차 전용 타이어 시장도 가속도 낸다,긍정
연합뉴스,"韓, '전기차 차별' 해소방안 제안..美 ""가능한 모든 방안 살펴""(종합)",중립
IT동아,전기차 기계식 주차하려면..'이것' 꼭 확인해야,중립
연합뉴스,"전기차, 하이브리드차 넘을까..車업계 순수 전기차 출시 '박차'",긍정
매일경제,제주서 ‘전기차 규제’ 풀었더니 250억원 투자금 몰려,긍정
한국경제,전기차 바퀴는 특별하다고?..'전용 타이어' 경쟁 후끈,긍정
세계일보,美 “韓전기차도 ‘리스 차량’은 보조금” [뉴스 투데이],중립
중앙일보,"""전기차의 미래 보여줬다"" 중앙일보 '올해의 차'에 BMW iX",긍정
오토타임즈,[하이빔]국내 모든 차가 전기차로 바뀐다면,중립
연합뉴스,"테슬라, 태국 시장 진출…중국 전기차와 격돌",중립
매일경제,36분 충전해 400km 씽씽~ 전기차 같지 않아 더 끌리네 [시승기],긍정
매일경제,"""전비 높여라""..車업계, 전기차 '다이어트' 나섰다",부정
연합뉴스,[시승기] 북유럽 디자인 감성 담았다..스웨덴 전기차 폴스타 2,긍정
오토타임즈,"[하이빔]전기차 보조금 없앤 영국, 한국은?",중립
국민일보,"기초체력 키운 중국 전기차, 세계시장 공습 시작됐다",긍정
파이낸셜뉴스,[fn스트리트] 중국 전기차 BYD,중립
아이뉴스24,"이재용, BMW 회장 만났다…13년 이어온 '전기차 동맹' 강화",긍정
한국경제,"'전기차 비중 미달' 벌금 압박에..한국GM, 올 1000대 더 수입할 판",부정
뉴시스,"혼다, 韓기업과 손잡고 美전기차 시장 공략..배터리 생산 약 6조 투자(종합)",긍정
조선비즈,BMW 'i3′·벤츠 'EQC'.. 단종하는 1세대 전기차,부정
뉴시스,"블링컨 美국무 ""IRA 유럽 우려 들어…TTC서 전기차 등 논의""",중립
매일경제,"""착해서 샀는데, 뒤통수 때린 전기차""..'석탄차' 변질, 다시 살맛나려면 [왜몰랐을카]",부정
국민일보,머스크 콧대도 꺾은 중국 전기차… ‘중국차’ 빼고 쪼그라들었다,부정
뉴시스,국내 전기차 10대 중 9대 기계식 주차장 이용 못 해,부정
경향신문,늘어나는 억대 전기차 판매..전기차 시장도 양극화?,중립
연합뉴스,내년부터 국가·지자체·공공기관은 전기차·수소차만 구매,긍정
연합뉴스,중국 전기차 선두 비야디 판매량 두달 연속 20만대 돌파,긍정
오토타임즈,"지프, 4xe 데이에서 차세대 전기차 제품군 선봬",긍정
뉴시스,"서울 택배 화물차·배달오토바이, 모두 전기차로 바꾼다",긍정
연합뉴스,"BMW ""내연기관 종말 아니다..전기차 인프라 준비 안돼""",부정
뉴시스,[알아봅시다①]전기차 배터리 충전 시간은 왜 다를까?,중립
국민일보,"'하이브리드' 퇴출하는 유럽, 전기차 가속페달 밟나",중립
동아일보,부드럽고 묵직하게… ‘내연기관차 같은 전기차’,중립
연합뉴스,"중국 저가 전기차, 일본시장 높은 벽 뚫었다..""틈새전략 성공""",긍정
연합뉴스,"""바이든 전기차정책, 동맹만 배제..소비자·기후에도 비용될 것""",부정
뉴시스,[전기차 10만대 시대②]정부 '친환경차 보급 목표제'로 탄력받나,중립
오토타임즈,현대차그룹. 전기차 충돌 안전성 입증,긍정
조선비즈,소음 줄이고 내구성·전비 높여… 한국타이어 전기차 타이어 ‘아이온’,긍정
뉴시스,"기아 노사, 화성 전기차 전용공장 생산량 놓고 '신경전'",부정
조선비즈,"“전기차에 관심 많은 아세안, 생산·수출기지로 활용해야”",중립
뉴시스,"美 전기차 보조금 중단으로 고민 커진 현대차그룹, 해법은?",부정
중앙일보,"옐런 ""전기차 보조금, 한국 우려 알지만..법대로 시행""",중립
뉴시스,"대기업 '우후죽순'..전기차 충전 사업, LG도 가세",부정
한겨레,초비상 걸린 전기차..미 재무부 지침 마련 때가 '마지막 기회',부정
KBS,제주도 전기차 3만 시대…‘전기차 메카’ 위한 과제는?,중립
연합뉴스,"중국 3대 전기차 스타트업, 작년 판매 실적 '날개'",긍정
동아일보,전기차 주행 시에도 온실가스 배출? 친환경차 '전 과정 평가' 도입 검토,중립
노컷뉴스,[뒤끝작렬]전기차 불난 한국집에 기름 붓는 미국 장관들,부정
파이낸셜뉴스,"""전기차 시대? 멀었다"".. 내연차 포기 못하는 도요타·포드",부정
노컷뉴스,"美당국자 ""해리스, 전기차 협상차 한덕수 만난게 아냐""",중립
파이낸셜뉴스,"전기차 전환 속도내는 포드, 3000명 줄인다",부정
아이뉴스24,"美 전기차 지원법 한국산 모두 제외 '비상'..업계, 총력 대응전",부정
YTN,상반기 전기차 판매 2위였는데..'美 우선주의' 암초,부정
조선비즈,"""투자금 확보에 유리"".. 포드 이어 르노도 전기차 분사",긍정
MBC,[뉴스 속 경제] 전기차 산업 누가 주도하나?,중립
데일리안,'11만대' 인기모델 그랜저도 전기차 시대엔 사라진다,부정
한겨레,전기차 따로 떼내면 테슬라 따라잡을까,중립
중앙일보,"韓 ""협의체 구성 합의""에 美는 묘한 발표..전기차 갈등 온도차",부정
뉴시스,2030년 전기차 330만대 생산..5년간 '95조+α' 투자 지원,긍정
연합뉴스,인플레법 우려 현실됐다..현대차그룹 美 전기차 판매 크게 감소(종합),부정
매일경제,"테슬라 11%↓ ‘전기차 쇼크’…투자자들, 뉴욕증시 하락베팅↑ [월가월부]",부정
한국경제TV,전기차 시대 가로막는 '손톱 밑 가시',부정
한국경제,전기차·캠핑카에 밀려..갈수록 '주차 대란',부정
한국경제,테슬라 부진에 웃을 전기차 유망주…팁랭크 3곳 꼽았다,중립
지디넷코리아,"美, 주간 고속도로에 전기차 충전소..""80km마다 설치""",중립
헬스조선,전기차 불이 난 순간… 지하주차장은 '죽음의 방',부정
KBS,"[같이경제] 전기차 시대, 대구·경북에 기회?",중립
조선일보,"전기차, 시골길서 만나면 무조건 피하세요",부정
한국경제,내년 전기차 시장 주도할 업체는…테슬라?! 리비안?! [서기열의 실리콘밸리나우],중립
동아일보,"[사설]해외선 차별받고, 국내선 외국차 보조금에 우는 韓 전기차",부정
매일경제,"‘하극상’ 독일차, 테슬라보다 3500만원 싸네…전기차도 갓심비[카슐랭]",중립
중앙일보,"다들 전기차 올인하는데, 도요타는 '양손잡이 전략' 왜",중립
뉴시스,"정의선 회장, ""전기차 현안 챙긴다""…글로벌 '현장경영'",긍정
머니투데이,전기차 배터리 원료도 MADA IN AMERICA,긍정
연합뉴스TV,학교 안팎 전기차 충전소..어린이보호 '사각' 우려,부정
KBS,불나면 속수무책..전기차 화재 대책 마련 고심,부정
디지털타임스,5500만원 커트라인 지키던 수입 전기차… 내년에는 선 넘는다,부정
뉴시스,"中, 15개 첨단 품목 점유율 1위…전기차 관련 韓 격차 벌려",부정
뉴시스,"현대차그룹, 배터리 글로벌 공급망 강화…전기차 가속 페달",긍정
매일경제,이젠 포르쉐 잡겠다…화끈하니 확 끌려 '세상에 없던' 전기차 [왜몰랐을카],긍정
동아일보,"""현대차에도 전기차 보조금"" 美상원 의원 법안 발의",중립
뉴시스,"네이버, 韓 인터넷 기업 최초 'EV100' 가입..""2030년까지 전기차 전환""",긍정
문화일보,'電 의 전쟁'.. 하반기 국산-수입 전기차 출시 각축전,중립
문화일보,中 전기차 배터리 공급망 막고 美 일자리 창출 ..지지층 결집 노림수,부정
오토타임즈,"[하이빔]전기차 배터리, 진짜 분리와 유사 분리",중립
파이낸셜뉴스,전기차의 애환을 아십니까..충전구역 부족한데 '14시간 주차 빌런'에 속앓이,부정
SBS Biz,북미 전기차 급한 불 못 끈다..'보조금 리스크' 여전,부정
뉴시스,GM·지프도 '전기차' 출사표..美 전기차 '대격전',중립
연합뉴스,[시승기] 렉서스의 첫 전동화 모델..조용하고 강한 전기차 'UX 300e',긍정
뉴시스,"G20정상회의 전기차 경쟁 한·중·일 삼국지..""현대차 선두, 중·일 추격""",중립
중앙일보,가격 10~20% 더 비싼데…전기차 전용 타이어 쑥쑥 큰다,중립
뉴시스,겨울철 전기차 배터리 사수하라…주행거리·난방 '뚝뚝'[알아봅시다],부정
연합뉴스,"스텔란티스 CEO ""전기차 원자재 2027∼2028년까지 부족할듯""",부정
뉴시스,"통상본부장 ""美 USTR과 전기차 보조금 해결 협의 채널 개시""",중립
연합뉴스,"정의선, 인니 공장 준공식 참석..조코위 만나 전기차 논의하나",중립
스포츠동아,"상반기 전기차 보조금, 미국차가 절반 가져갔다",부정
조선비즈,[시승기] 급가속·급정거 없는 아우디 전기차 ‘Q4 e-트론’,중립
MBC,"""미국 전기차 규정, 유연 적용 가능성""",중립
국민일보,"일본 '전기차의 갈라파고스' 되나.. 뒤늦게 진입, 인프라 격차",부정
중앙일보,EU·일본도 미 전기차 보조금 항의,부정
연합뉴스,국내기업도 美인플레감축법 혜택..태양광 수혜·전기차-배터리 희비,중립
매일경제,"“주유비보다 충전비 비싸졌다”…전기차, 전기료 급등에 유럽서 위기",부정
경향신문,유럽 ‘주유보다 충전이 비싼데?’…전기료 급등시 전기차 미래는,부정
