Press,Headline,Analysis
연합뉴스,"현대기아차, 美스타트업 카누와 전기차 플랫폼 개발 협력",중립
연합뉴스,"GM, 한국산 배터리 장착 전기차 6만9천대 리콜..""화재 위험""",부정
중앙일보,유럽선 인기라는데 국내서도?..르노 전기차 '조에' 보조금 확정,긍정
파이낸셜뉴스,K-전기차 질주..글로벌 車산업 지각변동,긍정
매일경제,[단독] 주유소서 기름 넣듯..전기차도 급속충전,중립
지디넷코리아,"모헤닉 전기차 'Ms' 인도 왜 늦나..""투자비 소요""",부정
연합뉴스,"미 조지아주지사 ""SK 전기차배터리 투자, 업계 게임체인저 될것""",긍정
경향신문,오직 테슬라만 팔렸다..'승자독식'의 국내 전기차 시장,부정
조선비즈,"테슬라, GM에 이어 포드도 전기차 배터리 자체 생산",긍정
조선비즈,정의선·구광모 첫 단독 회동.. 전기차 배터리 협력 강화(종합),긍정
중앙일보,"어쩐지 많이 보이더라..테슬라 모델3, 국내 전기차 판매 왕좌",긍정
머니투데이,"'기능아닌 고객상황 최우선' 기아, 전기차 조직개편 단행",중립
파이낸셜뉴스,2025년 전기차 100만 시대..車값 1000만원 내린다,긍정
연합뉴스,테슬라는 '3년내 반값' 선언..국산 전기차는 4∼5년 걸릴 듯,중립
매일경제,전기차 올라탄 현대차..내년 증시도 '씽씽',긍정
조선비즈,[차이나 모빌리티] 불타는 전기차..中 샤오펑·리샹 잇단 화재 사고,부정
연합뉴스,"SK ""한번 충전 500km 가는 전기차 배터리 2022년 미국서 양산""",중립
동아일보,혁신없는 배터리.. 2900만원 '반값 전기차'로 불질러,부정
뉴시스,전기차 113만대·수소차 20만대 보급..노후경유차 퇴출 총력,중립
동아일보,"[단독]""전기차 충전기 놀고 있는데.. 기본료 부과하면 충전료 올려야""",부정
디지털타임스,국내 전기차 10만대 시대 '초읽기',긍정
중앙일보,"주가 1250% 폭등 中 니오, 승승장구 테슬라..전기차 전성시대",긍정
KBS,[ET] 전기차 폐배터리 재활용 어디까지 왔나?,중립
뉴시스,"[올댓차이나] 中 차량공유 디디추싱, 전용 전기차 BYD와 공동개발",중립
지디넷코리아,완속보다 급속?..거꾸로 가는 전기차 충전기 확대 정책,부정
한국경제TV,배터리 화재로 들여다본 한국 전기차의 현주소,부정
한국경제,2000만원 사정권 들어온 전기차 '완판'..지각변동 시작됐다,긍정
머니투데이,"""테슬라 게섰거라"" 국산 전기차, 내년이 더 기대되는 이유",긍정
오토타임즈,"상반기 전기차 판매, 상용차 늘고 초소형차 줄고",중립
뉴시스,내년 9월 '전기차 급속충전' 시연 축제,중립
뉴시스,"유엔무역개발회의 ( UNCTAD), 전기차 붐 후유증 우려",부정
조선비즈,정의선 '전기차 동맹' 키운다..불붙은 글로벌 전기차 합종연횡,긍정
아이뉴스24,"애플, 전기차 배터리 시장서 다크호스될까?",중립
조선일보,이재용·정의선 '차세대 전기차 배터리' 손잡다,긍정
파이낸셜뉴스,전기차 충전소 민원 느는데.. 충전 방해 단속법령 '유명무실',부정
연합뉴스,전기차 5년 안에 113만대 보급..전기차 대중화 시대 연다,긍정
파이낸셜뉴스,"E-GMP, 모듈화·표준화..개념부터 다른 전기차 만든다",중립
지디넷코리아,그린뉴딜로 전기차 보급 12배 늘린다는데..어떻게?,중립
파이낸셜뉴스,전기차 보조금 손질 나선 정부.. 테슬라 고가모델 정조준,부정
지디넷코리아,"전기차 충전방해 단속, 완속충전기까지 확대",중립
한국경제,"""이제 굳이 탈 이유가 없다""..'경제성' 매력 떨어진 전기차",부정
연합뉴스,이재용·정의선 단독 회동..현대차-삼성 전기차 배터리 첫 논의(종합),중립
세계일보,"전기차 2만대 시대 연 제주, 앞날은 '빨간불'",부정
뉴시스,[車블랙박스]안방 점령한 테슬라..하반기 전기차 경쟁 치열,중립
지디넷코리아,"우체국 전기차, 아파트 보행 전용구간 과격 운전 논란",부정
연합뉴스,"제주, 택시·렌터카 운송 사업체 전기차 구매 지원 확대",긍정
머니투데이,테슬라 '배터리 데이' D-1..전기차 생태계 뒤흔들 키워드 3,중립
중앙일보,유럽 전기차 배터리 왜 한중일 차지? '독립운동' 나선 영프독,부정
연합뉴스,중국 CATL 배터리 단 전기차 잇따라 화재..중국 배터리는 아직?,부정
연합뉴스,전기차 충전소 누가 주도해야 하나..미국서 갑론을박,중립
머니투데이,"스타코프 차지콘®, 원활한 아파트 전기차 충전 가능",긍정
연합뉴스,"테슬라, 내년부터 중국 상하이에 전기차 충전대 공장 가동",긍정
경향신문,전기차 전환·탈석탄 가속..'친환경'은 선택 아닌 생존의 필수조건 [기후변화와 산업 재편],긍정
지디넷코리아,"전기차 시대 여는 바이든, 美 전역 50만개 충전소 설치한다",긍정
지디넷코리아,화재 논란 이어 '벽돌현상'까지..속 타는 코나 전기차 오너,부정
연합뉴스,해외서도 전기차 잇단 화재 이슈..전전긍긍하는 K배터리,부정
동아일보,"현대차, 전기차 브랜드 '아이오닉' 론칭.. 내년 준중형 CUV 첫선",중립
연합뉴스,"중국, 5천만원 넘는 전기차 보조금 배제..테슬라 딱 걸려",부정
뉴시스,"최태원 SK회장, 정의선 만나 '전기차 배터리' 협력 논의",중립
조선비즈,상반기 전기차 판매 23% 늘었지만.. 테슬라 보조금 900억 '꿀꺽',부정
채널A,"[주말&경제]전기차, 세계에선 '질주' 한국에선 '후진'..왜?",부정
전자신문,"""애플, 2024년 전기차 생산..화재 위험 낮은 LFP 배터리 채택""",긍정
연합뉴스,"전기차 3위 노리는 현대차, 배터리 동맹 가속화(종합)",중립
조선비즈,"수입 전기차, 국내서 고속질주..하반기 신차 봇물",긍정
중앙일보,"바이든 시대, 전기차 늘어난다..""한국 전기차 시험장 될 것""",긍정
연합뉴스,"""전기차 배터리 시장 2∼3년간 각축전..기술력이 좌우""",중립
국민일보,소형- 준중형 SUV·전기차 '격전장' 된 인도,중립
머니투데이,글로벌 전기차 시대..팔라듐값 제자리걸음,중립
국민일보,"""초반에 처지면 못따라잡는다"" 전기차 협력 열풍 이면엔..",부정
조선비즈,코로나 암초 만난 韓 전기차 배터리..올해 신규 수주 '비상',부정
연합뉴스,법정 계량기로 처음 인증된 전기차 충전기 서비스 시작,중립
머니투데이,"독이 된 전기차 보조금..'사람들, 테슬라 사더라'",부정
지디넷코리아,전기차 힘주는 아우디폭스바겐코리아..안전 대책은 '물음표',부정
한국경제TV,클래식 입힌 전기차..레트로 감성에겐 훌륭한 대안,긍정
조선비즈,"내년 고가 전기차 보조금 상한제, 관건은 6000만원대 車?",중립
중앙일보,"'람보르기니도 버린다'..폴크스바겐 전기차 올인, 현대차는?",중립
지디넷코리아,[조재환의 EV세상] 코나 전기차 일부 SK 배터리 탑재?..소비자 혼란,부정
파이낸셜뉴스,기아차 '전기차·모빌리티'에 미래 건다.. 5년간 29兆 투자,긍정
뉴시스,[車블랙박스]올해 수입 전기차 4배↑..내년 신차 대거 출시,중립
전자신문,"다이슨, 포기한 전기차 이미지 연이어 공개..왜?",부정
시사저널,전기차 경쟁보다 더 뜨거운 '배터리 전쟁',중립
연합뉴스TV,바이든 순풍에 전기차 세상 '성큼'..車업계 대응 박차,긍정
조선비즈,[단독] 불합리한 전기차 대차(貸車) 기준 바꾼다.. 크기 대신 출력,부정
조선비즈,전기차 배터리로 에어컨을 켠다고? 주목 받는 V2G 기술,중립
조선비즈,"벤츠 S클래스 전기차 컨셉트카 EQS 국내 공개 .. ""전기차도 벤츠답게""",긍정
매일경제,'전기차배터리' 유럽의 반격..韓과 전쟁 예고,부정
아이뉴스24,차일피일 미루던 중국산 전기차..내년 한국시장 노크,중립
연합뉴스,"GM, 전기차 생산 늘리려 20억달러 투자..'전기 허머'도 공개",긍정
머니투데이,"전기차 배터리 3인방 실적, 이제부터가 찐이야~",긍정
SBS,"테슬라 ""3년 내 반값 전기차""..'깜짝 발표' 없었다",부정
MBC,"또 불탄 전기차 '코나'..""배터리 결함 때문?""",부정
지디넷코리아,"스타트업 '카누', 전기차 생산 및 서비스 혁신할까?",중립
연합뉴스,전기차 배터리·수소차 연료전지 특허출원 활발,중립
전자신문,"""배터리 정말 비쌀까?""..전기차 배터리 비중 20%까지 떨어졌다",중립
전자신문,[이슈분석]친환경 규제 강화에 전기차 485종..본격 경쟁 판 깔렸다,긍정
연합뉴스,"GM, 한국산 배터리 장착 전기차 6만9천대 리콜..""화재 위험""(종합)",부정
지디넷코리아,"[조재환의 EV세상] 국과수, 코나 전기차 화재 검증 능력 있나",중립
조선비즈,"[단독] 정의선, 10월 싱가포르行 검토..글로벌 전기차 시장 선점 시동",긍정
한국경제TV,성장판 열린 전기차..'그린뉴딜'에 '씽씽',긍정
머니투데이,뉴욕 상륙한 中 전기차에 '서학 개미'가 몰린다,중립
한겨레,"정의선, 이번엔 구광모와 만나..전기차 배터리 광폭 행보",긍정
MBC,'로봇' 잡고 '전기차'도..새 먹거리 찾아 인수합병,중립
경향신문,올해 전기차 국고보조금 최대 820만원 '친환경 차등'..저소득층 10% 추가 지원,긍정
한국경제TV,"GM ""전기차·자율주행에 23조원 투자""",긍정
연합뉴스,정의선·구광모 첫 회동..전기차 배터리 협력 강화,긍정
머니투데이,그린뉴딜 숨은 보석..수명 다한 전기차 '폐배터리',부정
지디넷코리아,"국토부, 코나 전기차 리콜 방식 논란에 ""공식 입장 없다""",부정
지디넷코리아,"폭스바겐 전기차 국내 투입 계획, 다음달 윤곽 나온다",중립
중앙일보,"전기차 화재에 잇단 리콜..K 배터리, 시험대 올랐다",부정
뉴시스,"현대·기아차, 英 '어라이벌'에 전략투자..상용 전기차 공동개발",중립
연합뉴스TV,"""유럽시장을 잡아라""..한·중·일 전기차 배터리 대전",중립
연합뉴스,"제주 국제전기차엑스포 6월 개막..""관람객 안전 최우선""",중립
파이낸셜뉴스,전기차 충전 방해 민원 갈수록 늘지만 단속은 '유명무실',부정
세계일보,"픽업트럭 올라탄 전기차 .. 현대차, 가세할까",중립
중앙SUNDAY,"한전 적자 줄이기에, 전기차 충전 인프라 '방전' 위기",부정
연합뉴스,"""전기 없다면서 웬 전기차""..트럼프 행정부, 캘리포니아에 제동",부정
뉴시스,삼성 이재용·현대차 정의선 단독 회동..'전기차 배터리 동맹' 물꼬(종합2보),긍정
일간스포츠,"8.5배 성장한 수입 전기차, 뒷걸음질 친 국산차",부정
조선일보,전기차는 정말 친환경車일까?,중립
전자신문,"국민 95% ""전기차 구매 의사 있다""..선호 브랜드는 '테슬라'",긍정
매일경제,전기차 생활 속으로..1000만원 싸지고 집에서 쉽게 충전,긍정
중앙일보,정의선-구광모 첫 단독 회동..국내 전기차 동맹 확대,긍정
아이뉴스24,[전기차 가속페달] 코로나19 사태 넘어서 성장 이어간다,긍정
전자신문,"상반기 전기차 판매 23%↑..""테슬라, 보조금 45% 휩쓸어""",중립
KBS,中 바이튼 '생산 중단'..전북 전기차 산업 여파는?,부정
지디넷코리아,크기 키우고 배터리 국산화..초소형 전기차 달라진다,중립
중앙일보,25년 iCar 출시?..애플의 전기차 출사표에 떨고 있는 테슬라,중립
머니투데이,전기차 판매량 23% 늘었지만..보조금 테슬라가 43% '꿀꺽',부정
전자신문,내년 승용 전기차 보조금 100만원 깎인다..보급량 올해보다 2만대↑,중립
연합뉴스,올해 첫 수출 전기차 평택항 출발..선적차량의 과반이 친환경차,긍정
지디넷코리아,"포르쉐코리아 대표 ""전기차 보조금, 타이칸 구매 결정적 요인 아냐""",중립
뉴시스,"기아차, 29조 투자해 전기차·모빌리티 솔루션 '승부수'(종합)",긍정
뉴시스,[車블랙박스]'3천만원↓ 전기차' 시대 앞당겨지나..배터리·보조금이 관건,중립
뉴시스,"다이슨, 전기차 프로젝트 미공개 사진·영상 추가 발표",중립
매일경제,내년부터 고가 전기차 지원금 자른다..테슬라·벤츠 등 외제차 타격,부정
지디넷코리아,"EV트렌드코리아 ""설문 응답자 95%, 전기차 구매 의사 있다""",긍정
지디넷코리아,"김현미 ""코나 전기차 화재 조사 결과 문제 발견되면 책임 묻겠다""",부정
정책브리핑,붕붕붕 우편물을 실으면 힘이 나는 꼬마 전기차,긍정
경향신문,"한국서도 전기차 충전 끝, 달릴 일만 남았다",긍정
파이낸셜뉴스,"제네시스, SUV·전기차 확대..북미 고급차 시장 공략",긍정
중앙일보,"정의선, 땅 말고 하늘에 베팅..수직이착륙 전기차 띄운다",긍정
뉴시스,배터리가격 가파른 하락..전기차 대량생산 '성큼',긍정
머니투데이,"'전기차 왕국' 유럽, 中을 제쳤다..코로나 시대에 급성장",긍정
뉴시스,"[올댓차이나] 中 전기차 샤오펑, 광저우에 6800억 투입 제2공장 건설",긍정
뉴시스,[車블랙박스]코로나19와 전기차 전성시대,중립
뉴시스,"文대통령, 전기차 대표에 '엄지척'..장관엔 수출강국 '독려'",긍정
중앙일보,치열해진 세계 전기차 시장.. 테슬라 독주 속 폴크스바겐 추격,중립
전자신문,'전기 뽑아쓴다'..내년에 나오는 국산 전기차 '차박' 돌풍 예고,긍정
지디넷코리아,[조재환의 EV세상] 여전히 전기차 충전 방해 근절 대책 없는 정부,부정
머니투데이,'빅뉴스' 없었던 테슬라 배터리데이..'2900만원 반값 전기차'는 솔깃,중립
뉴시스,[올댓차이나] 중국 전기차 스타트업 샤오펑 6000억 자금조달,긍정
연합뉴스,수입 전기차 판매는 날개 달았는데 국산 전기차는 뒷걸음질,부정
지디넷코리아,"현대차·LG, 새로운 'E-GMP' 전기차 함께 만든다",긍정
연합뉴스,전기차 보조금 기준 손질 착수..테슬라 등 고가 차량 제외 검토,중립
뉴시스,독일 '전기차 전환' 본격화..일자리 40만개 없어진다,부정
지디넷코리아,"국과수, 코나 전기차 화재 2건 조사 시작 안 했다",부정
연합뉴스,코로나19에도 전기차·수소차 수출 '씽씽',긍정
연합뉴스,정의선-최태원도 만났다..미래 전기차 배터리 협력 논의,긍정
지디넷코리아,"전원 꺼진 전기차 완속충전기..정부·지자체 서로 ""네 책임""",부정
한경비즈니스,라이벌 속속 뛰어드는데..삼성이 전기차 안 만드는 이유,부정
매일경제,"'방전 공포증' 스톱..'충전 백신' 맵퍼스 ""전기차 '살맛'나죠""",긍정
한국경제,"""2030년 세계 車 시장, 전기차 비중이 31%""",중립
지디넷코리아,[시승기] 디자인으로 압도하는 도심형 전기차..푸조 e-208,긍정
뉴시스,세계 완성차업체 전기차 플랫폼 '집중'..내년부터 진짜경쟁,중립
뉴시스,정의선·구광모 만난다..전기차 배터리 협업 논의,중립
연합뉴스,현대기아차 작년 전기차 6만3천대 수출..전년의 2.3배 '껑충',긍정
오토타임즈,[하이빔]충전 잦아지는 겨울 전기차,중립
한국경제,전기차 1000만원 싸게 못 산다..코로나에 바닥난 보조금,부정
노컷뉴스,"벤츠 'S클래스 전기차' EQS, EQC 부진 넘어설까",중립
전자신문,[ET시선]'당근과 채찍' 필요한 전기차 시장,중립
연합뉴스,"머스크 ""5일 남았다..올해 전기차 50만대 납품 전력투구""",긍정
지디넷코리아,문 잠겼던 '양재 전기차 집중형 충전소' 다시 가보니,중립
파이낸셜뉴스,내년 서울 전기차 보조금 1100만원..올해보다 소폭 감소,중립
뉴시스,"[車블랙박스]포니, 뉴트로 열풍타고 전기차로 내년 출시",긍정
뉴시스,美 대선 끝나자 매수 나서는 서학개미..전기차 쇼핑 나섰다,긍정
조선일보,"20분 충전, 500km 주행.. 속도내는 '진짜 전기차' 전쟁",긍정
일간스포츠,상반기 570% 성장한 수입 전기차..하반기도 달린다,긍정
동아일보,바이든이면 더 좋겠지만..美대선 누가 당선돼도 전기차 '활짝',중립
한국경제,[단독] 제네시스 G80 전기차·G70 왜건형 나온다,중립
중앙일보,코로나 뚫은 전기차 3분기 판매 사상최대..올 300만대 넘긴다,긍정
매경이코노미,테슬라發 '카마겟돈' 전기차의 무한질주,긍정
노컷뉴스,[고재일의 뉴스톡]제주 전기차 2만대..관련산업은?,중립
연합뉴스,"현대기아차, 英어라이벌에 1억유로 전략투자..상용전기차 개발",긍정
지디넷코리아,"올해 코나 전기차 실구매가, 작년보다 140만원 이상 상승",부정
데일리안,낙폭과대 전기차株..미끄럼 뒤 반등동력 되찾나,중립
세계일보,"전기차·자율주행 결합, 차량 공유로.. 미래차 시대 '성큼' [모빌리티 전방위 융복합 본격화]",긍정
뉴시스,"기아차, 2025년까지 전기차 등 29조 투자..영업이익률 6% 달성",긍정
한국경제TV,660% vs 4.4%..수입 전기차 판매 '폭발적',긍정
중앙일보,전기차 판도 바꾼 진격의 테슬라..신차 부재 국내 시장 접수,긍정
지디넷코리아,"코나 전기차 화재 원인, 왜 냉각수 문제는 고려 안하나",부정
중앙일보,"점점 뜨거워지는 전기차 경쟁..혼다, 10월 첫 전기차 양산",중립
YTN,[생생경제] 현대 전기차 베터리3파전? '경쟁'보다 '협업'의미 더 커,중립
SBS Biz,[이슈분석] 대망의 테슬라 '배터리 데이'..전기차 배터리 미래는?,중립
연합뉴스,中 지리 전기차 출시 앞서 전시장 확충..테슬라와 일전 예고,부정
세계일보,"전기차 '사용 후 배터리' 재활용, 차세대 먹거리로 뜨나",긍정
머니투데이,포터·봉고 EV는 벌써 인기..내년 '전기차 대중화' 예산 1兆,긍정
전자신문,"쌍용 전기차 '코란도 e-모션', 시험생산 시작..미래차 경쟁력 강화도 추진",긍정
지디넷코리아,"일론 머스크 ""2천만 원대 전기차 내놓겠다""",긍정
연합뉴스,글로벌 전기차 업체 화재로 잇단 리콜..'K-배터리'도 곤혹,부정
중앙일보,"전기차 주가 급등하는데..美캐딜락 딜러들 ""전기차 안 판다""",부정
지디넷코리아,"제주 국제전기차엑스포, 12월로 또 연기",부정
한국경제TV,'외제차보다 무섭다'..전기차 배터리 교체비만 수천만원,부정
지디넷코리아,수입 전기차 돌풍 이끈 테슬라 모델3..성과와 과제,중립
노컷뉴스,"정의선 ""5년내 세계 1위""..'전기차 대박' 선언",긍정
아이뉴스24,"""전기차 시장, 이젠 티핑포인트에 이르렀다""",긍정
조선일보,"전기차 시장 꽃피는데, 중국이 부품산업 싹쓸이할 판",부정
머니투데이,사우디서도 달린다..현대차 수소전기차 라인업은?,중립
JTBC,논란의 '전기차 코나' 국내 단종 검토..차주는 불안,부정
연합뉴스,"GM, 전기차 생산에 20억달러 투자..오프로드 전기차 '허머' 공개(종합)",긍정
연합뉴스,"아우디폭스바겐코리아 ""내년 전기차 포함 20종 이상 출시""",중립
동아일보,전기차 보조금 줬더니.. 테슬라만 16배 폭풍성장,긍정
머니투데이,"제주도, 전기차 '충전기 공유' 사업화 착수",중립
아이뉴스24,韓전기차 시장 개척한 'SM3 Z.E.'..올 연말 판매 종료,부정
동아일보,전기차는 매년 느는데..충전소 인프라 '소걸음'에 곳곳서 갈등,부정
KBS,"[ET] 애플, 전기차 시장 등판?..K-배터리 영향은?",중립
데일리안,"""전기차 비싸게 살 필요 있나?""..르노삼성 SM3 Z.E.-르노 트위지",부정
지디넷코리아,[조재환의 EV세상] 비 맞으며 전기차 충전 언제까지?,중립
IT동아,"갈 길 먼 전기차 충전 인프라, 대안은 없을까",부정
한국경제TV,비 많이 오는데..전기차 괜찮을까?,중립
연합뉴스,"한국기업 배터리 장착 전기차 모델, 中보조금 목록 포함돼",중립
시사저널,전기차가 쏘아올린 자동차 혁명,긍정
오토타임즈,"폭스바겐, 가격 '확' 낮춘 전기차 내놓을까?",중립
전자신문,"서울, 전기차 보급 대수 7년만에 '제주' 앞섰다",긍정
연합뉴스,"현대차-그랩, 인니 코로나 지정병원서 셔틀 전기차 운행",중립
KBS,"文 대통령 ""수소·전기차 육성""..울산이 '거점'",중립
한국경제,"""제2의 반도체 잡아라""..세계는 전기차 배터리 '전쟁'",중립
파이낸셜뉴스,"GM ""전기차·자율주행차에 200억弗 투자.. 테슬라 잡겠다""",긍정
지디넷코리아,올해 전기·수소전기차 누적 20만대 시대 열린다,긍정
뉴시스,내달 4일 'EV 트렌드 코리아 2020'..인기 전기차 한 자리에,중립
지디넷코리아,내년 전기차 국고보조금 100만원 줄어든 '최대 700만원',부정
연합뉴스,전기차 정기검사 때 배터리 확인..검사 기준 더 깐깐해진다,중립
전자신문,[이슈분석]전기차 넘보는 수입차..고성능 프리미엄 '6종' 하반기 데뷔,중립
연합뉴스,"기아차, 전기차 공유사업 진출하나..코드42와 '퍼플엠' 설립",중립
디지털타임스,"르노삼성, 전기차 한 우물만 팠다..""줄어든 보조금 채워드려요""",중립
지디넷코리아,비행기 닮은 태양광 전기차 나왔다,중립
중앙일보,전기차 혹한시험 테슬라 제쳤다..코나 1등 이끈 건 열관리 기술력,긍정
뉴시스,"한국타이어, 국산 기술로 '전기차 타이어' 시장도 선도",긍정
지디넷코리아,"""수소전기차 기술은 최고지만, 충전소가 큰 걸림돌""",부정
중앙일보,"현대∙기아차 전기차 수출 '껑충'..""코나∙니로 이미 흑자""",긍정
연합뉴스,"GM, 코로나에도 전기차 투자 속도..""韓 연구소 인력 25% 투입""",중립
지디넷코리아,"中 전기차 샤오펑, 노르웨이에 수출됐다",중립
머니투데이,"""테슬라는 빼""..고가 전기차는 보조금 제외키로",부정
머니투데이,전기차·수소차로 다 바꿔도 충전 걱정없는 이유,긍정
지디넷코리아,"현대차, 코나 전기차 화재 사과..""이달 중 조치 발표""",부정
뉴시스,"세계 완성차업체들, 전기차 시장 선점 '속도'..SW·서비스 중요성 커져",긍정
뉴시스,기아차 광주공장도 '부분파업' 동참..쟁점은 '전기차',부정
중앙일보,"""테슬라만 있나. 우리도 있다""..GM·포드도 전기차 'ON'",긍정
연합뉴스,"현대·기아, 세계 전기차 브랜드 판매량 '톱5' 진입",긍정
조선비즈,출퇴근·우편집배용으로 활용..도심 좁은 길 달리는 '꼬마 전기차' 뜬다,긍정
전자신문,내년 전기차 시장 관전포인트 '보조금 받는 차 vs 못 받는 차',중립
지디넷코리아,얼굴 바뀐 '코나 전기차' 공개,중립
머니투데이,수소·전기차 공장 美에? 車업계 바이든 효과 어디까지,중립
머니투데이,"전기차, 5년후 1000만원 인하..내연차와 '맞짱'",긍정
매일경제,[Science] 전기차를 더 안전하고 강하게..배터리 '電쟁',중립
뉴시스,"거주지·직장에 전기차 충전기 50만기..""휴대전화처럼 상시 충전""",긍정
뉴시스,전기차로 출시됐으면 하는 차 1위 '볼보 S60',긍정
조선비즈,"정의선-최태원 회동, 배터리 등 전기차 협력 논의(종합)",중립
중앙일보,"[단독] 절박한 마세라티 ""모든 신차, 전기차 버전 내놓겠다""",긍정
한국경제TV,전 세계 전기차 화재 잇달아..K배터리 안전성에 악재,부정
뉴시스,화물차 무공해화 로드맵 마련된다..수소전기차 전환 추진,긍정
노컷뉴스,코로나로 '전기차' -24% 전망..韓배터리 고속성장 멈추나,부정
지디넷코리아,中 10월 전기차 브랜드 판매량 성장세,긍정
디지털타임스,전기차도 날아오르나,중립
국민일보,"'코로나 꺼져' 전기차 씽씽, 테슬라는 시가총액 1위 기염",긍정
국민일보,"""세계 최대 전기차 시장인 중국을 잡아라""",중립
중앙일보,'전기차 순항' 테슬라 40만대 돌파..현대·기아차 글로벌 4위,긍정
전자신문,[단독]현대차 '남는 전기 빼 쓰는 전기차' 출시,중립
머니투데이,이재용·정의선 첫 단독 회동..전기차 배터리 사업 논의,중립
중앙일보,전기차 원년 앞두고 안전성 논란 불끄자..코나 해외70% 리콜,부정
전자신문,"[이슈분석]중고 전기차, 내연기관보다 잔존가치 높아",긍정
연합뉴스,"전기차 시장 따라 커지는 '동박' 수요..SK넥실리스 ""해외증설""",긍정
뉴시스,"현대차그룹, 수소트럭·전기차 내세워 中 공략 강화",중립
국민일보,"""애플 자율주행 전기차 2024년 출시"".. 핵심 전략은 배터리",중립
SBS,"전기차 늘린다는데..""충전은 지금보다 1시간 더""",부정
쿠키뉴스,"전기차 선호도 증가..""3년 내 전기차 구매의사 있어""",긍정
파이낸셜뉴스,"친환경 SUV 뜬다.. 현대·기아차, 수소·전기차 라인업 확대",긍정
KBS,"""5분 충전에 100km""..'테슬라 잡자' 현대도 전기차 '뼈대' 공개",긍정
조선비즈,"전기차 코나, '불나' 됐는데 원인 규명 '깜깜'..잠 못이루는 전기차 운전자",부정
조선일보,"[단독] 현대차 코나 전기차, 브레이크 먹통에 시속 150km [영상]",부정
아이뉴스24,"中, 전기차 보조금 정책 유지?..韓배터리 업계 '촉각'",중립
조선일보,현대차 라이벌로 급부상한 'IT 전기차 동맹',긍정
연합뉴스,"포드·VM, LG화학-SK이노 소송에 전기차 생산 차질 우려",부정
중앙일보,포드도 전기차 배터리셀 생산 검토..K배터리 '위기와 기회',중립
뉴시스,"현대차 찾은 與 ""2025년까지 전기차 113만대, 수소차 20만대 보급""(종합)",긍정
전자신문,상반기 전기차 보급 2.2만대..올해 목표 7.3만대 가능할까,중립
연합뉴스,전기차에 충전기만 꽂으면 별도 인증 없이 자동 결제,긍정
KTV,가로등 활용..전기차 쉽게 충전한다,긍정
지디넷코리아,"[조재환의 EV세상] '벽돌' 코나 전기차 여전한데, 국토부는 신중 모드",중립
연합뉴스,"""초소형 전기차, 승용차와 다른 별도 안전기준 필요""",중립
뉴시스,"중국 전기차 배터리 시장, 3개월 연속 성장세..코로나19 회복 궤도",긍정
경향신문,"트위지 같은 초소형 전기차, 별도 안전기준 필요할까",중립
IT동아,"아우디 코리아, 2021년 내 모델3급 전기차 선보일 예정",중립
머니투데이,'바닥쳤나'..1년 만에 증가세 돌아선 中 전기차 배터리 사용,부정
지디넷코리아,"현대차, 전기차 브랜드 '아이오닉' 확정..대형 전기 SUV도 출시",긍정
전자신문,"정의선 회장의 특명, ""제주 전기차 고객 환경 개선하라""",중립
매일경제,테슬라 전기차 독주..상반기 보조금 900억 가져갔다,긍정
한겨레,"배터리 회동 마친 현대차, 차세대 전기차 속도 내나",긍정
뉴시스,"[올댓차이나] 도요타, 중국 톈진에 연산 20만대 전기차공장",중립
한국경제,"디젤과 불과 200만원 차..""전기차, 이래도 안 살래?""",부정
조선비즈,전기차 전용 타이어로 모빌리티 패러다임 변화 선도하는 한국타이어,긍정
전자신문,"[이슈분석] 벤츠·BMW, 전기차 시장 선점 실패..내년 라인업 확대로 반등 시도",중립
조선비즈,테슬라가 쏘아올린 니켈값.. 전기차 배터리 수요 껑충,긍정
지디넷코리아,"'3가지' 있는 애플, 전기차 성공 확률높다",긍정
연합뉴스,코로나19 충격에 중국 전기차 보조금 2년 연장,중립
중앙일보,20분이면 끝..전기차 초급속충전기 고속도로 휴게소에 깔린다,긍정
지디넷코리아,[조재환의 카테크] 애플 vs LG전자..누가 전기차 리더 되나,중립
연합뉴스,제주 관광부터 동네 배달까지..초소형 전기차 르노 트위지 질주,긍정
뉴시스,유럽 친환경 기조에 '전기차 스마일'..한국 부품사도 함께 웃는다,긍정
전자신문,"""충전·주차 눈치 안보는"" 콘센트형 전기차 충전기 주목",긍정
아이뉴스24,"폭스콘, 전기차 만든다..탈스마트폰 가속화",중립
전자신문,[단독]배터리 교체 없이 전기차 30만km 달렸다..국내 첫 사례,긍정
한국경제,"애플이 내놓는 전기차, 업계가 긴장하는 이유 [오춘호의 글로벌 뷰]",중립
중앙일보,"""고장나면 차 한대 값"" 화재 잇따르는 전기차 수리비도 논란",부정
오토타임즈,"전기차 판매 3년 간 7배 성장, 현대차가 견인",긍정
한국경제,"수소전기차·항공·로봇..정의선 ""상상 속 미래 모빌리티 앞당길 것""",긍정
뉴시스,"'美 교통장관 내정자' 부티지지, 전기차 보급 확대 천명",긍정
지디넷코리아,[조재환의 EV세상] 제주·남양주 코나 전기차 화재 수사 더딘 이유,부정
지디넷코리아,"[조재환의 EV세상] 전기차, 침수돼도 안전?..""방심 금물""",부정
머니투데이,"수소차·순수전기차, 정의선式 그린뉴딜 양날개 펼쳤다",중립
전자신문,"유가 하락에도 전기차 인기..르노삼성, SM3 Z.E·트위지 주목",긍정
