Press,Headline,Analysis
연합뉴스,디폴트 위기에도 '전기차는 살린다'..헝다차 1조원대 증자,긍정
조선일보,"[단독] 테슬라·도요타, 반값 전기차 만드나.. 제휴 임박",긍정
국민일보,車 전통 강호들 속속 참전.. 불붙는 '전기차 2R',긍정
전자신문,[ET단상]실효성 있는 전기차 정책 필요하다,중립
뉴시스,"주차장이 바뀐다..IT업계, 전기차 충전 사업 본격화",긍정
쿠키뉴스,"""배송도 친환경이 대세""..유통가, '전기차' 도입 박차",긍정
문화일보,전기차도 'SUV'로 대세 전환,긍정
뉴시스,"전기차 시대 대비한다..정유업계, 전기 충전 인프라 확대 '집중'",긍정
연합뉴스,"""전기차 표준, 우리가 선점하자""..산학연 머리 맞댄다",긍정
뉴시스,"""전기차 생산비용, 2027년께 화석연료차보다 낮아져"" BNEF",긍정
연합뉴스,"현대차, 내년 아이오닉6 출시..2025년 전기차 56만대 판매 목표",중립
스포츠동아,"쌍용자동차, 전기차로 회생하나?",중립
아이뉴스24,내년 전기차 보조금 대폭 삭감..지급 기준가도 낮아져,부정
연합뉴스,불나면 소방관들 애먹이는 전기차..'수조'로 첫 진화실험,부정
중앙SUNDAY,"일자리 2만개 사라진다, 전기차 쾌속 성장의 그늘",부정
한국경제,"""차는 이미 출고됐는데.."" 벤츠 전기차 구매자들 뿔났다",부정
중앙일보,수입차도 수퍼카도 '전기차 태풍',긍정
조선일보,소음 줄이고 더 강하게.. '전기차 전용 타이어' 속속 출시,긍정
오토타임즈,"[하이빔]전기차, 배터리 빌리는 시대",중립
뉴시스,"쏘카, 전기차 서비스 5년..지구 800바퀴 달렸다",긍정
노컷뉴스,"[뉴스업]""전기차 주식 오르는 동안 사라지는 일자리 어마어마""",부정
머니투데이,"[단독] ""전기차 싸게 살 기회 남았다""..수소차 보조금 활용 검토",긍정
오토타임즈,"전기차 충전구, 각기 다른 이유는?",중립
머니투데이,"폭스바겐·GM ""전기차 충전소 4만대 짓겠다""..막오른 충전소 경쟁",중립
머니투데이,몸값 뛰는 배터리 핵심 원자재..전기차 흥행 '걸림돌',부정
데일리안,"[시승기] 제네시스 G80 전기차 '멀리 가거나', '미친 듯 달리거나'",중립
오토타임즈,보조금 안받는 '억'대 수입 전기차 출격 준비,중립
연합뉴스,"'美제재 타격' 화웨이, 전기차 이어 화장품 시장 진출",중립
연합뉴스,"매각설 나온 헝다차 ""내년초부터 전기차 출하""",중립
머니투데이,전기차 사업 뛰어든 유통업체들 .. 왜?,중립
연합뉴스,"미, 전기차 배터리 조달처로 캐나다 눈독..""중국 견제""",부정
연합뉴스,"""애플, 이르면 2025년 완전 자율주행 전기차 내놓을 듯""",중립
주간동아,현대車 컬래버 '사과 로고' 전기차 나온다면?,중립
연합뉴스,한국서 테슬라 판매 19% 감소하는 사이 벤츠 전기차 10배 팔렸다,부정
전자신문,[카&테크] '주행 중'에도 전기차 충전한다,긍정
전자신문,"쏘카, 전기차 이용자 '급속' 충전 선호..38분간 충전",중립
경향신문,글로벌 신형 전기차 한자리에..서울모빌리티쇼 막 올랐다,긍정
조선비즈,얼굴로 문 열고 지문으로 시동.. 제네시스 전기차 GV60 첫 공개,중립
지디넷코리아,"""테슬라, 2023년까지 운전대 없는 전기차 출시""",긍정
디지털타임스,"아이오닉5 > 테슬라, 국내 전기차 왕좌 되찾은 현대차",긍정
조선일보,해외공장 닫고 본토로.. 전기차 '자급자족 전쟁',부정
파이낸셜뉴스,전기차 늘린다는 서울시.. 정작 보조금 혜택은 줄었다,부정
한국경제,中 '전기차 맏형' 제친 샤오펑..주가 쾌속질주,긍정
뉴시스,"홍남기 ""전기차 전문정비소 2025년까지 3300개 확충""(종합)",중립
머니투데이,전기차 '보조금 방전' 우려..지자체 '추경'에 달렸다,부정
중앙일보,"머스크 ""이상하지 않아?""..테슬라 빠진 백악관 전기차 행사",부정
경향신문,친환경 바람 타고 내년에도 신형 전기차 '쌩쌩',긍정
연합뉴스,"車업계 노사, 온실가스 감축목표 상향에 ""전기차 보급속도 조절해야""",중립
KBS,"전기차 시대, 충전소 확보 시급",중립
경향신문,'전기차의 매력' 이야기하다가 밤새겠네,긍정
머니투데이,"""충성고객 잡을 기회""..20만 전기차 충전 시장 공략하는 카드사",긍정
매일경제,"""테슬라 투자 놓쳤다면..전기차 올인하는 GM株 잡아라"" [자이앤트월드]",중립
한겨레,"전기차 볼트, 배터리 리콜만 세번째..왜?",부정
연합뉴스,"미 전기차 스타트업 리비안, IPO로 기업가치 600억달러 기대",긍정
지디넷코리아,"폭스콘, 美 전기차 공장 인수 ""아이폰 다음은..""",중립
전자신문,[사설]전기차 전장기업 키워야,중립
경향신문,전기차로만 바꾼다고 탈탄소 가능할까 [COP26],중립
한국경제,"모빌리티 기업 변신한 GM ""전기차 1위 되겠다""",긍정
매일경제,"미니 전기차, 유럽·中서 돌풍..韓서는 미풍",중립
국민일보,"""일자리·전기차 배터리, 다 지켰다""..한국보다 기쁜 미국",긍정
조선일보,"""우리 전기차만 보조금"".. 문 걸어잠그는 美·中",부정
전자신문,"[ET시선]제주, 전기차 보급 비전이 흔들린다",부정
매일경제,벤츠 BMW 아우디..럭셔리 전기차 연내 10종 몰려온다,긍정
연합뉴스,부산 전기차 구매보조 확대..승용차 최고 1천300만원,긍정
조선비즈,포르쉐도 직접 전기차 배터리 만든다,긍정
세계일보,"""치고 나가야 산다"".. 하반기 전기차 신모델 출격 러시",긍정
중앙일보,9000만원 넘는 전기차 보조금 0..브레이크 걸린 테슬라,부정
중앙일보,"사전예약 돌풍 캐스퍼, 2023년엔 전기차 버전 탄생?",중립
연합뉴스,쪼그라드는 '알리바바 제국'..전기차 샤오펑 경영권 내려놔,부정
연합뉴스,"""아이오닉 5 잡아라""..하반기 전기차 신모델 쏟아진다",긍정
중앙일보,"GV60 전기차 보조금, 내년 1000→450만원..지금 사도 될까? [Q&A]",중립
머니투데이,"샤오미, 中 베이징에 '연간 30만대' 전기차 생산공장 세운다",긍정
한국경제,'전기차 대전' 변수는 배터리값·충전 인프라,중립
머니투데이,확 바뀐 전기차 보조금..'테슬라 천하' 깨질까,중립
연합뉴스,"샤오미 ""전기차 자회사 설립..10년간 11조원 투자""",긍정
뉴시스,SK이노-포드·LG엔솔-GM 전기차 동맹..한·미 배터리 합종연횡 본격화(종합),중립
연합뉴스,전기차 대중화 시대 빨라질까..신차·가격인하 경쟁 불붙었다,중립
중앙일보,[단독] 한국 '전기차 충전소' 심벌 글로벌 표준 됐다,긍정
한국경제TV,"벤츠, 2030년 완전 전기차 전환..'억' 소리 나는 내부",긍정
뉴시스,"볼보·지리 전기차 '폴스타', 한국 상륙..2024년까지 매년 신차 출시",긍정
한국경제,"'법인차=전기차' 시대..224社, 무공해車 전환 동참",긍정
아이뉴스24,전기차 보조금 못 받는 테슬라..가격 낮출까,부정
한국경제,"""밀리면 끝장""..현대차·폭스바겐·BMW '전기차 대전'",중립
매일경제,"""놀라운 기술, 달리면서 스스로 충전""..제네시스 첫 전기차",긍정
문화일보,"슈퍼카처럼 질주하는 전기차.. ""실물 보니 가슴 두근""",긍정
채널A,[현장 카메라]충전소는 수리 중..갈 길 먼 전기차,부정
연합뉴스,"현대차·기아, 유럽 전기차시장 질주..스웨덴·독일 판매 1·2위",긍정
연합뉴스,친환경차 기준 현실화..초소형전기차 신설·주행거리 상향,긍정
디지털타임스,격전지된 美전기차 시장 줄잇는 투자,긍정
한국경제,美 전기차 충전망 사업 커지지만..수익성은 '글쎄',부정
연합뉴스,"미국, 2030년 신차 절반 전기차로..내연차 연료효율 개선도 속도",중립
세계일보,전기차 2030년까지 785만대로 늘린다,중립
머니투데이,더 가볍고 튼튼하게..전기차 혈관 '전선' 경쟁 달아올라,중립
뉴시스,"확대되는 인도 전기차 시장..코트라 ""협력기회 찾아라""",중립
비즈워치,[모빌리티 리포트]⑤전기차·자율주행에 몰리는 '뭉칫돈',중립
지디넷코리아,"폭스콘, 전기차 '폭스트론' 내달 정식 공개",중립
한국경제TV,'전기차 시대' 생존 공포..미·일 부품업계 폭풍전야,부정
한겨레,'우주선 소리' 들어보세요..포르쉐 타이칸 닮은 기아 전기차 EV6,중립
지디넷코리아,'오리무중' 코나 전기차 화재 원인..속 타는 오너,부정
노컷뉴스,전기차에 담은 내연기관 '기술력'..아우디 'RS 이트론 GT',중립
지디넷코리아,[조재환의 카테크] E-GMP 없어도 V2L 되는 'G80 전기차',중립
스포츠동아,베일 벗은 BMW 플래그십 순수전기차 'iX' [원성열 기자의 CAR & TRACK],긍정
비즈워치,"전기차가 남긴 폐배터리, '전기 저수지'가 되다",중립
뉴시스,"전기차 보조금 깍는다..""6000만→5500만원 하향 협의""",부정
머니투데이,제주도 전기차 충전시간 절반으로 줄어든다,긍정
조선일보,"전기차 리비안 거침없는 질주, 더블인가 버블인가",중립
오토타임즈,"[하이빔]현대기아, 전기차 어디서 만들까",중립
중앙일보,"아이오닉5·EV6, 전기차 보조금 못 받나",부정
중앙일보,"동물가죽 벗고 재활용 입는다, '비건 카' 되는 전기차",긍정
매일경제,"'머스크 패싱' 바이든 ""2030년 신차 절반 전기차로 팔아라""",중립
지디넷코리아,"샤오미, 전기차 회사 '샤오미치처' 설립",중립
한국경제,"""G80 인기 잇겠다""..제네시스 첫 전기차 'eG80', 가격은?",중립
국민일보,LG엔솔-스텔란티스 '전기차 배터리 동맹'.. 美 공략 가속페달,긍정
국민일보,전기차 충전기 보급률 日·유럽보다 높은데.. 왜 부족해 보일까,중립
연합뉴스,"[르포] 현대 전기차 올라탄 인니 대통령 ""가격이 얼마?..기술 훌륭""",긍정
세계일보,성능으로 내연기관차 앞지른 전기차.. '세컨카' 꼬리표 뗀다,긍정
문화일보,<글로벌 이코노미>보조금·신차 효과.. EU '글로벌 전기차 빅마켓' 부상,긍정
중앙일보,600V 견디는 전선 불티..전기차 올라탄 후방 산업 뜨겁다,긍정
중앙일보,내비게이션도 전기차 전용?..어떤 기능 있길래[주밀車담],중립
연합뉴스,"'삼성 도전' 샤오미, 전기차 사업 뛰어들어..1조8천억 첫 투자",긍정
노컷뉴스,"상반기 고전한 한국지엠, 전기차 형제 타고 '반전' 노린다",중립
MBC,[집중취재M] 산업 생태계 바꾸는 전기차..'고용' 절반 사라진다,부정
연합뉴스,"포드, 전기차·자율주행차에 32조원 투자..""전기차에 올인""",긍정
한국경제,"GM, 2035년 전기차 회사로 바뀐다",중립
MBC,"전기차 인기에 바닥 드러낸 보조금..""추가 예산 확보""",중립
경향신문,"'전기차 = 탈탄소' 공식, 반은 맞고 반은 틀리다",중립
세계일보,전기차 넘어 다양한 미래 이동수단 소개,중립
중앙일보,"7월 전기차 4파전..""보조금 받아라"" 선착순 전쟁",부정
한겨레,전기차 배터리 '구독경제' 대중화까지는 '산 넘어 산',부정
지디넷코리아,"'취임 100일' 바이든, 전기차에 힘 실었다",긍정
IT동아,"아이오닉5, 전기차 대중화 이끄는 마중물 될까?",중립
머니투데이,가을비 잦은데 전기차 충전 감전사고 괜찮을까[E슬타법],부정
연합뉴스,"캐나다 전기차업체 라이언, 시카고 근교에 미국 첫 공장 건설",긍정
매일경제,리비안 말고 '태양광 전기차'..소노모터스 첫날 155% 폭등,긍정
KBS,전기차 출시 잇따르는데..보조금 부족,부정
국민일보,재사용? 재활용? 전기차 폐배터리 '리사이클링의 세계',중립
파이낸셜뉴스,"""전기차 소유주 18%, 내연기관 자동차로 되돌아가""",부정
데일리안,아이오닉 5보다 잘 팔린 1000만원대 전기차,중립
머니투데이,"中 따돌린 유럽 전기차 시장, 배터리 격전지 된다",중립
한국경제,"대창모터스 ""전기차 年 1만 대 공장 착공""",중립
연합뉴스,"스텔란티스, 테슬라에 선전포고..5년간 전기차에 41조 투자",중립
아이뉴스24,"中, 전기차 시장의 각축장..승자는?",중립
KTV,"배달 이륜차와 택배차, '전기차'로 바뀐다",긍정
전자신문,"9000만원 이상 고가 전기차, 보조금 못 받는다",부정
한겨레,전기차 '움직이는 사무공간' 손색없어..방전 노트북 충전도,긍정
연합뉴스,[이슈 In] 전기차는 윤리적 소비?..당신이 몰랐던 코발트의 진실,중립
전자신문,"[단독]기아, 광명서 'EV7' 생산..전기차 생산기지로 전환",긍정
연합뉴스,"""중국 초저가 전기차 '훙광 미니' 열풍..세계 시장 노릴 수도""",중립
조선일보,신차 10종 출격..하반기 전기차 시장 더 뜨겁다,긍정
아이뉴스24,美 전기차 시장 두고 '한·중·일' 패권 쟁탈전 가열,부정
뉴시스,中증시 부진 속 대세 주인공은 '전기차',긍정
지디넷코리아,담배 냄새나는 전기차 충전소..해결 방법 없나,부정
YTN,'전기차 신화' 테슬라 추락세..독주체제 역습 가속화,부정
주간동아,"""럭셔리하지 않은 전기차는 가라!"" 테슬라 지망생 '루시드'",부정
KBS,[ET] '보조금 지정학'이 K전기차·배터리 숨통 죄어온다,부정
중앙일보,"전기차 보조금 컷 5500만원으로 하향..업계, 눈치작전",부정
조선일보,[단독] 전기차 급속충전 요금 15~21% 올린다,부정
전자신문,[뉴스줌인]'전기차 대기 7만대' 엎친 데 '보조금 인하' 덮친 격,부정
머니투데이,'1억 넘는 비싼 전기차 누가사?' 했지만..매달 수백대씩 팔렸다,긍정
경향신문,전기차 타이어는 다르다..업체들 개발·공급 경쟁,중립
한국경제,"UBS ""시총 4000억달러 증발했지만 전기차 랠리 안 끝났다""",중립
KBS,현대 첫 제네시스 전기차 美 공개..반응은?,중립
한국경제,"""보조금 없지만 멋짐 폭발""..'억대 전기차 형님'들이 온다",긍정
KBS,"[심층취재] 전기차 수백억 지원하고도, 몇 대 굴러다니는지 '깜깜'",부정
세계일보,작지만 주행감각 뛰어난 전기차 '푸조 e-208' [시승기],긍정
머니투데이,"벤츠 마저..""2030년부터 100% '전기차' 전환"" 54조 쏟는다",긍정
뉴시스,"車업계 노사 ""전기차 전환 속도 조절해야..부품업계 와해 우려""",부정
연합뉴스,지금 자동차 시장은 전기차 혁명으로 직진중..LA오토쇼의 풍경,긍정
연합뉴스,"서울시, 배달 오토바이·택배 화물차 전기차로 바꾼다",긍정
뉴시스,"""충남도 내 전기차 충전소 설치·유지보수 거북이 걸음""",부정
뉴시스,유럽 이어 미국도..전기차 전환 압박 거세진다,부정
매일경제,"볼보, 10년내 1000km 달리는 전기차 출시",긍정
한겨레,너도나도 장밋빛..전기차 배터리 거품 우려,부정
한겨레,미워도 이만한 전기차 없다..테슬라 위기설 과장이었나,중립
조선일보,"[최원석의 디코드+] 중국 전기차 판매, 월 30만대 첫 돌파",긍정
연합뉴스,"""미 전기차 수용도, 바이든 행정명령에도 EU 등에 뒤질 것""",부정
뉴시스,"폭스바겐 CEO ""애플과 전기차 경쟁? 두렵지 않아""",중립
한겨레,전기차 불나는데 배터리 리콜 1년 걸려..국토부 뒷짐,부정
지디넷코리아,"폭스콘, 전기차 3종 공개..""애플카 참여 가능성 더 높아져""",긍정
뉴시스,'중국 전력난' 전기차 시장에도 악영향..수요 감소,부정
파이낸셜뉴스,전기차 또 '보조금 절벽'.. 지자체 절반이 올해치 동났다,부정
연합뉴스,"외국인, 국내주식 팔아도 전기차 밸류체인 1.2조 순매수",긍정
KBS,"""전기차 보조금 동났다""..내년은 더 축소",부정
동아일보,디자인-성능-경제성 삼박자.. '생애 첫 전기차' 딱이네,긍정
KTV,내연기관과의 결별..전기차 전환 가속화 [터치 핫이슈],긍정
매일경제,아이오닉5 돌풍 뛰어넘을까..기아 첫 전기차 EV6 모습 드러냈다,중립
연합뉴스,"정의선 ""2040년 수소대중화 원년""..상용차 수소·전기차만 출시(종합)",긍정
머니투데이,'철강 기업' 포스코가 수소·전기차에 빠졌다는데..,중립
매일경제,"""전기차 사야하나 말아야 하나 고민이네""..내년부터 보조금 줄고 충전료 오른다",부정
머니투데이,"""전기차 사려 했는데 보조금 못 받나요?""..내년에 바뀌는 車 정책들",중립
머니투데이,"韓 전기차 내수 판매량 전세계 7위..""위상 높아졌다""",긍정
한국경제,전기차? 내연기관차? 고민하다가..'하이브리드차' 선택 늘었다,중립
머니투데이,"""연봉 2배 줄게""..中 '샤오미 전기차'발 인력 대이동 나올라",부정
머니투데이,"""테슬라S·벤츠EQS 잡아라""..제네시스 전기차 호평 쏟아진다",긍정
뉴시스,신차 출고지연에 중고 전기차도 몸값 '고공행진',부정
연합뉴스,"美, 전기차 세제지원 추진 재확인..USTR ""전기차로 전환 지원""",긍정
전자신문,"""내구성 높고 조용해야"" 타이어 빅3, 까다로운 '전기차 타이어' 수주 박차",긍정
머니투데이,전기차 시대 GM 2조 리콜에 담긴 함의는[우보세],부정
머니투데이,'억' 소리나는 제네시스 전기차..벤츠·포르쉐와 겨룬다,긍정
뉴시스,"전기차 확산에 전력 불안..""공동주택 정전 우려""",부정
머니투데이,'그랜저'도 밀어낸 '국민트럭'..전기차 인기타고 날았다,긍정
전자신문,현대차그룹 내년 신차 모델 '전기차>내연기관차',긍정
KBS,"[2021 기록K]⑧ 한라산 목장지대로 간 수입 전기차, 그 후",중립
연합뉴스,현대차·기아 친환경차 누적 판매 200만대 돌파..전기차 비중↑,긍정
한국경제,아이오닉 5-모델 Y 출격..'전기차 왕좌' 주인공은,중립
뉴시스,"토요타 ""2030년까지 전기차 30종 출시..배터리 21조 투자""",긍정
연합뉴스,"UBS ""폴크스바겐 전기차 판매, 수년 내 테슬라 추월""",긍정
연합뉴스,"테슬라, 미 전기차 시장서도 점유율 하락",부정
조선일보,"다들 전기차 만든다는데.. 도요타 ""하이브리드차 위주로 판매""",부정
데일리안,쌍용차 흡수하는 에디슨모터스..'전기차 명가' 만들까,긍정
연합뉴스,"제네시스, 2030년부터 수소·배터리 전기차만 판매한다",중립
연합뉴스,국내외에서 잇따르는 전기차 화재..소비자들 '불안불안',부정
뉴시스,"기아, 전기차 픽업 충전 서비스 '이온' 시범 운영(종합)",중립
동아일보,9000만원 넘는 전기차엔 국가-지자체 보조금 없어진다,부정
한겨레,"이음새 확 줄인 제네시스 전기차 ""기대보다 별로""-""실물이 나아""",부정
한겨레,"중고 전기차, 사고 이력·배터리 수명만 확인하면 끝?",부정
오토타임즈,[하이빔]전기차도 두 개의 심장 시대 올까,중립
국민일보,'LFP 배터리'로 쏠리는 전기차 시장.. 성장성엔 물음표,부정
동아일보,‘매출 0원’ 美전기차 리비안 시총 3위… “버블 우려”,부정
일간스포츠,완성차에 배터리까지..위상 높아진 한국 전기차,긍정
국민일보,"잇단 전기차 화재, 원인 명확치 않아 더 불안",부정
뉴시스,유럽 이어 美도..전기차 전환 압박 거세진다(종합),부정
한국경제TV,폭스바겐 전기차 '각형' 배터리 늘린다는데..왜? [궁금타],중립
중앙일보,미국서 가장 사랑받는 픽업트럭..전기차 총력전,긍정
지디넷코리아,[조재환의 카테크] 아이오닉 5 열풍..전기차 보조금 문제 없을까,중립
전자신문,[자동차칼럼]전기차 정비기술인력 양성해야,중립
동아일보,"""제네시스 2025년부터 신차는 모두 전기차로""",긍정
중앙일보,"""3000만원짜리 전기차 내놓겠다""는 테슬라, 알고보니 비결이..",중립
한겨레,"애플 이어 샤오미도..""스마트 전기차 생산""",중립
연합뉴스,"정부 ""전기차 보조금, 국비 전액·지방비 70% 확보""..추경 검토",긍정
머니투데이,"""전기차 시대 오면 일자리 2만개 증발""..'변화' 준비해야",부정
연합뉴스,[CES 결산] ③ 전기차 가속하며 미래차 방향 보여 준 자동차 업체들,긍정
한국경제,경적으로 방귀 뀌는 테슬라..전기차 '소리' 시장 열릴까,중립
조선비즈,"[줌인] 전기차의 명암..""내연기관 엔진 관련 일자리 붕괴 가속""",부정
아이뉴스24,"벤츠 EQA, 내연기관보다 싸다..전기차 시장 분수령",긍정
일간스포츠,전기차 격전지 된 스타필드 하남,중립
전자신문,"쌍용차 품을 에디슨모터스 비전은..""전기차 시너지 노린다""",중립
머니투데이,"LG 심장 단 순수 전기차, 어느덧 100만대..""앞으론 속도전""",긍정
머니투데이,필요 인력 ⅓..전기차 잘 팔릴수록 불안한 노조,부정
머니투데이,"""벤츠니까 용서""..짧은 주행거리에도 전기차 EQA 샀다",중립
뉴시스,"도요타, 전기차에 2030년까지 41조원 투자..연간 350만대 판매",긍정
중앙일보,"아이오닉 웃고, 테슬라 울고..보조금 개편에 전기차 '지각변동'",중립
조선일보,"3000만원대로 팍 깎았습니다, 전기차 군침 도시나요",긍정
KBS,"""왜 전기차만 혜택?"" 보조금·부제 면제 '갈등'?",부정
한국경제,"전기차 충전소 '신재생 실험'..""태양광서 전력 뽑아 곧장 충전""",긍정
머니투데이,"이미 승용차 5대 중 1대..中, 스스로 커지는 '전기차' 인기",긍정
뉴시스,현대차·기아 전동화 '속도'..내년부터 전기차 쏟아진다,긍정
지디넷코리아,"신규 이사자의 설움 ""전기차 보조금 받을 수 없대요""",부정
조선비즈,"세계 1위 日 도요타, 전기차 전환 '속도'.. 도요다 사장 ""83兆 투입""",긍정
머니투데이,"애플까지 온다니..""전기차 플랫폼 공유"" 혼다·GM의 생존전략",중립
중앙일보,다 쓴 배터리로 전기차 가격 잡는다고?,부정
뉴시스,"벤츠, 2030년까지 100% '전기차 기업'으로 전환(종합)",긍정
연합뉴스,"환경부 ""서울·부산 일반대상 전기차 보조금 잔여 대수 약 70%""",중립
머니투데이,"中, 이번엔 ""전기차회사 너무 많다""..합병 줄이을 듯",부정
한겨레,'친환경' 전기차에서 나오는 '반환경' 폐배터리 어쩌나?,부정
중앙일보,테슬라 잡은 500만원 中전기차..120km만 달리는데 왜,부정
일간스포츠,전기차에 고성능 모델까지..하반기 신차 쏟아진다,긍정
머니투데이,'유일한 흑자' 삼성SDI 배터리 성장 이끄는 전기차 업체 어디?,긍정
조선일보,"온통 전기차 얘기지만, 더 많이 팔리는 건 하이브리드차",부정
조선비즈,충전하면서 차 마시고 쇼핑.. 전기차가 바꾸는 문화,긍정
일간스포츠,폴스타 국내 상륙..뜨거워지는 전기차 시장,긍정
중앙일보,"푸조·크라이슬러도 전기차 출사표..""2025년까지 40조원 투자""",긍정
한국경제,"""전기차 시장, 테슬라·폭스바겐 양강구도로 재편된다""",중립
머니투데이,"전기차 보조금, 1000만원→0원..테슬라 가격 내릴까",부정
오토타임즈,"샤오미, 2024년부터 전기차 만든다",중립
한국경제,테슬라 전기차 구매 보조금 삭감..통상 분쟁 생길까,부정
한국경제,기아 차세대 전기차 EV6..아이오닉 5와 '쌍끌이 흥행' 이끈다,긍정
한국경제,"""中 전기차 시장 잡아라""..주도권 두고 車업계 '불꽃 경쟁'",부정
연합뉴스,"제네시스 첫 전용 전기차 GV60 디자인 선보여..""역동성 강조""",긍정
중앙일보,"""중국, 전기차는 소형 탄다?""..테슬라도 '소형 해치백' 개발중",중립
연합뉴스,"'매출 0원' 전기차 업체 리비안, 시총 3위 자동차 기업 올라",중립
한겨레,"내연기관차 살까, 전기차 살까..볼보-테슬라 비교해봤어요",중립
한국경제,전기차 大戰 '충전 ON',중립
조선비즈,"[차이나 모빌리티] ""현금 많다""..전기차 뛰어든 샤오미, 자율주행 회사도 인수",긍정
아이뉴스24,내년에 44만대 전기차 달릴 수 있을까,중립
뉴시스,"[車블랙박스]전기차 배터리, 중국발 LFP배터리 뜬다",중립
뉴시스,"광주시, 내년 전기차 3800여대 보조금 지원",긍정
파이낸셜뉴스,"[fn사설] 말로만 전기차 시대, 충전 인프라는 태부족",부정
머니투데이,"""보조금 받으면 4000만원대라고?""..'가성비' 전기차 벤츠 EQA 보니",긍정
조선비즈,전기차 전환 앞두고.. 전 세계 곳곳에서 車회사 노사 분쟁,부정
경향신문,"벤츠, 전기차에 올인..""2030년 완전 전동화""",긍정
경향신문,"정부 '전기차 확대' 속도전에 곳곳서 ""우려""",부정
뉴시스,[車블랙박스]2021년 'K-전기차'가 달린다,중립
머니투데이,"전기차 일찍 잡았던 버핏의 기다림, '7조' 대박으로",긍정
한국경제,"'전기차 베테랑' 끌어모으는 애플, 테슬라 이어 BMW 출신 영입",긍정
매일경제,전기차 충전기 2만개 쑥..정유사 변신 가속,긍정
세계일보,"내연기관의 시초가 만든 전기차 'EQC'.. ""이질감 없지만 가격 걸림돌"" [시승기]",중립
매일경제,[카 라이프] 테슬라·폭스바겐·포르쉐·아우디도..전기차 타이어 '키너지 EV'에 반했네,긍정
지디넷코리아,"中 전기차업체들, '메타버스' 향해 달린다",중립
연합뉴스,"이제는 라이벌..포드, 리비안과 전기차 공동개발 철회",부정
동아일보,"가속페달 밟는 전기차.. 벤츠 ""2030년까지 모든 차종 바꾸겠다""",긍정
중앙일보,"""미국차 포드가 퍼스트""..바이든의 전기차 대망",중립
세계일보,가속페달 밟는 전기차 전환에 국내 정비업계 '한숨',부정
노컷뉴스,전기차 보조금 줄어든다..테슬라는? 제네시스는?,부정
조선일보,"전기차 전쟁의 승패, 충전 인프라에 물어봐",중립
뉴시스,"기아, 전기차 보급·모빌리티 서비스 확대에 박차",긍정
연합뉴스,"현대차, 미국 현지서 전기차 생산한다..8.4조원 중장기 투자키로",긍정
전자신문,"""韓 전기차 보조금 높지만..지급 방식 등 탄력 운영 필요""",중립
뉴시스,"애플, 전기차 생산 日업체 등에도 타진..""최소 6곳""",중립
파이낸셜뉴스,[기자수첩] 전기차 '퍼스트 무버' 도약의 기회,긍정
스포츠동아,출고 적체에 구매 보조금 삭감까지..속 타는 전기차 구매자들,부정
일간스포츠,벌써 바닥 보이는 보조금..싱겁게 끝나는 전기차 대전,부정
중앙일보,"벤츠, ""54조 투자해 배터리 생산, 2030년부터는 전기차만""",긍정
YTN,국산 순수 전기차 잇단 공개 '도전장'..무한경쟁 돌입,부정
파이낸셜뉴스,폭스바겐 미 전기차 브랜드는 '볼츠웨이건',중립
매일경제,전기차 가격 반값되나..'배터리 대여 동맹' 떴다,중립
뉴시스,[시승기]기아 첫 전용전기차 'EV6'..성능·디자인 모두 잡았다,긍정
경향신문,"제네시스, 2025년부터 전기차만 출시한다..""럭셔리 시장 선점""",긍정
뉴시스,전기차 시대 가속화..車업계 '전기차 생태계' 확대 박차,긍정
지디넷코리아,'보조금 가장 많은데'..코나 전기차 잇단 화재 해결 방법 없나,부정
뉴시스,[기자수첩]소비자·제조사 괴롭히는 '이상한 전기차 보조금',부정
연합뉴스,서울모빌리티쇼 개막..글로벌 전기차·모빌리티 신기술 한자리에(종합),중립
머니투데이,"""급속도 너무 느려""..'초고속 충전' 탑재한 전기차 쏟아진다",중립
KBS,"[ET] 잡스가 돌아왔나? ""애플, 4년 뒤 운전대 없는 전기차 출시""",중립
동아일보,"웅장한 외관, 넓은 실내공간.. BMW, 'ix'로 전기차 시장 공략",긍정
조선일보,테슬라 게섯거라!..루시드·리비안 새 전기차 상반기 출격,부정
한국경제,'비싼 테슬라' 대신 살 만한 전기차 주식은?,중립
연합뉴스,"""중국 '배터리 교환형 전기차 사업', 개도국 시장 선점 가능성""",중립
한국경제,전기차 충전소 부족한데 요금은 오르고..차주들 어쩌나,부정
전자신문,"BMW, 벤츠 '600대'까지 추격..하반기 '전기차'로 자존심 싸움",중립
중앙일보,中헝다가 죽쑤는데..스웨덴 전기차는 왜 직원 절반 잘랐나,부정
머니투데이,"""총성 울린 전기차 전쟁""..르·쌍·쉐 '참전'할까",중립
조선비즈,"내년 전기차 보조금 축소에 GV60, EQA 수백만원 비싸진다",부정
전자신문,"[단독]롯데·신세계그룹, 전기차 충전사업 직접 한다",긍정
연합뉴스,중국 자동차 시장 3년 연속 역성장..전기차만 '질주',긍정
머니투데이,"'아이오닉 5' 경쟁자 떴다..기아, 첫 전용 전기차 EV6 티저 공개",긍정
뉴시스,현대차 美 현지 전기차 생산 '기류 변화'..이유는?,중립
디지털타임스,배터리 가격 떨어진다..내연차보다 싼 전기차 시대 성큼,긍정
