Press,Headline,Analysis
국제신문,"테슬라 바람 탄 중국 전기차, 독일 제치고 '韓 수입 1위'",긍정
경향신문,서울 내 전기차 충전기 약 5만개…‘생활권 5분 내 충전망’ 목표 착착,긍정
매일경제,자신감 넘치는 레이쥔…샤오미 첫 전기차 내년 출시,긍정
비즈워치,"'전기차 수요부진은 일시적'…배터리사, LFP로 미래준비",중립
세계일보,"""2035년까지 신차 모두 전기차로 바꾼다""…캐나다 ‘화석 연료 탈출' 공식 발표",긍정
JTBC,'전기차가 더 싼' 자동차세 손본다…배기량 기준 바뀔 듯,중립
한겨레,전기차 시장 성장세 둔화에…완성차 회사들 가격 할인 ‘시동’,부정
뉴시스,"""천안 찍고 광주""…BYD, 전기차 트럭 판매 늘린다",긍정
문화일보,전기차 안 팔리는데 K-배터리 투자 전망은? “국내외 투자 계속 간다”,중립
비즈워치,"'전기차 가격 승부수' 볼보, 4000만원대 SUV 살펴보니",중립
데일리안,"[시승기] 업그레이드 폴스타2, 테슬라보다 친절한 입문용 전기차",긍정
동아일보,전기차 덕에… 올 친환경차 수출 사상 첫 70만대 넘어,긍정
경향신문,이제는 전기차? 1톤 트럭은 LPG가 대세,부정
뉴시스,"전기차 판매 둔화 우려 불구 ""글로벌 시장 뚜렷한 성장""",중립
머니투데이,"코나는 되고 니로는 빼? 정부, 프랑스 전기차 보조금 목록에 이의",부정
데일리안,신사업 속도...LG전자 다음 스텝은 '전기차 충전',긍정
뉴시스,"캐딜락 '리릭' 또 출시 연기?…""전기차 지연 다반사""",부정
머니투데이,우리 세금을 왜 중국 전기차에 퍼주나,부정
국민일보,"中전기차, 유럽서 막히자 동남아 삼킨다",부정
연합뉴스,"中 전기차 배터리 기업 EVE, 미국에 합작공장 건설 발표",중립
동아일보,[사설]전기차 성장세 급제동… 이럴 때 초격차 확보 속도 내야,부정
더팩트,'전기차 수요 둔화' 속 배터리 3사 돌파구는?,부정
전자신문,기아 'EV3·4·5' 보급형 전기차 시대 연다,긍정
조선비즈,전기차 대거 선 보인 日… 충전기는 턱없이 부족,부정
머니투데이,"中전기차 공세 초기 진압? 유럽 이어 美도 나설 조짐 ""관세 더""",부정
뉴시스,연말 자동차 할인 시즌 다가온다…전기차 사볼까?,중립
매일경제,"기아, 소형부터 대형까지 … 전기차 '풀 라인업' 구축",긍정
뉴시스,"美 완성차 업계, 전기차 속도조절…K배터리에 '불똥'",부정
연합뉴스,"日파나소닉 ""자동차 부품 회사 매각""…전기차 배터리 사업 집중",중립
한겨레,블룸버그가 꼽은 올해의 전기차 뉴스…“전기차 전환 힘겹게 진행 중”,부정
데일리안,"EV9 안팔려도 'GO'… 기아, 전기차 '정면돌파'",긍정
시사저널,‘프랑스판 IRA’ 전기차 보조금 대상 공개…현대 ‘코나’만 포함,중립
매일경제,2차전지 쇼크 ‘진짜 이유’ 있었네…전기차 덜 팔리고 트럼프 당선되면,부정
매일경제,유럽서 전기차 급제동 독일도 보조금 중단,부정
연합뉴스,"보조금 받고 구매한 전기차, 서울서 중고차로 팔기 쉬워진다",긍정
뉴시스,"전기차·SUV, 자동차 수출 견인…10개월 만에 작년 실적 돌파",긍정
중앙일보,실적 부진 전기차 업계…트럼프 지지율 오르자 좌불안석,부정
조선일보,"화웨이, 전기차 충전기 시장 진출 선언…“내년 중국에 10만대 이상 설치”",중립
연합뉴스,"폭스콘·엔비디아 ""자율주행 전기차 위한 'AI 공장' 설립""",중립
지디넷코리아,정의선 회장이 전기차 둔화에도 2兆 들여 신공장 짓는 이유,중립
경향신문,"전기차 충전기, 5분 거리에? 무인로봇이?···서울시 “2026년까지 22만대로 확충”",중립
KBS,전기차 증가에 ‘급발진 의심’도 증가…‘（Ⓟ）버튼’ 잊지마세요,부정
한겨레,"미-중 분쟁, 가격, 안전성…‘전기차 성장통’ 얼마나 오래갈까",중립
연합뉴스,"엄격한 중국산 배터리 규제, 전기차 가격 인상 압박",부정
노컷뉴스,전기차 승부수 띄운 日…타국서 안방 차지한 中,중립
연합뉴스,"LG전자, 내년초 美 출시할 전기차 완속 충전기 UL 인증 받아",긍정
데일리안,[르포] 전기차는 위험하다?…친환경차부품인증센터가 안전 책임진다,중립
머니투데이,"""EU, 중국 BYD·상하이·지리차 '전기차 보조금' 조사 대상 콕 찍어""",중립
쿠키뉴스,전기차 화재 불안감에…“배터리 소화제 대안 될 수도”,중립
JIBS,"'열폭주' 우려 전기차 화재, 아파트 지하주차장서 발생하면?",부정
한국경제,"히터 틀면 전기차 배터리 '뚝뚝'…""열선장치 쓰고 완속충전 권장""",부정
머니투데이,전기차 주춤하는데 현기차 전망 밝다는 증권가… 이유는?,부정
파이낸셜뉴스,"""셀카는 찍고 싶은데 너무 비싸"" 미국 소비자 전기차 꺼린다",부정
조선일보,"약진하는 中 전기차, 테슬라보다 15%나 싸게 만드는 비결",긍정
머니투데이,"'파업'에 흔들린 포드 ""SK온 합작공장 등 전기차 투자 연기""",부정
연합뉴스,中 베이징 등 15개 도시 모든 공공차량 전기차로 교체,긍정
뉴시스,"""앞은 맥라렌, 뒤는 포르쉐?""…中 샤오미, 첫 전기차 실물 공개",긍정
전자신문,"현대차 울산 전기차 신공장, 2026년 연 20만대 생산",중립
프레시안,"포항시, 전기차 충전 인프라 구축 확대",긍정
오마이뉴스,"'안전-친환경' 볼보, 전기차 문법을 바꾸다",긍정
조선비즈,기아 준중형 전기차가 2000만원대… ‘반값 경쟁’ 막올랐다,긍정
매일경제,"“전기차 사고싶어도 너무 비싸”…가격 확 내린다는 기아, 얼마길래",중립
한국경제,"""여보, 그러게 왜 전기차 샀어""…중고차 시세에 '피눈물' [배성수의 다다IT선]",부정
머니투데이,"""540만원 깎아 드려요""…中 전기차, '파격 세일' 또 불붙었다",부정
세계일보,“생각보다 안 팔리네…” 美 전기차 재고 역대 ‘최대’,부정
주간동아,“전기차는 팔수록 적자” 수요 둔화에 이차전지 안갯속으로,부정
중앙일보,"살 사람은 다 샀다?…전기차 시장, 한국만 '깔딱고개' 걸렸다",부정
연합뉴스,"중국 BYD, 헝가리에 전기차공장 건립 추진…유럽시장 노려",긍정
주간경향,전기차·배터리 생산···태국·인도네시아 ‘뜨겁다’[가깝고도 먼 아세안](19),중립
한국경제TV,"테슬라 반값 전기차 기대감 · 트위치코리아 철수, 의미는 [신인규의 이슈레이더]",중립
한겨레,"전기차 충전 요금 올랐다는데, 더 기다렸다 갈아탈까?",부정
한국경제,'제2의 테슬라' 꿈꿨지만…니콜라 등 전기차 스타트업 현금고갈 위기,부정
연합뉴스,中화웨이 신형 전기차도 대박…'주문 쇄도' 출고 지연에 보상금,긍정
한국경제TV,"화웨이 ""전기차 충전 5분이면 충분""",중립
중앙일보,SK·LG도 뛰어들었다…전기차 걸음마에도 ‘충전기’는 씽씽,긍정
한국경제TV,"中 전기차, 한국 공략 가속…독일 제치고 수입 1위",긍정
연합뉴스,"中부총리, EU에 '전기차 보조금 조사' 불만…""신중하게 해야""(종합)",부정
매일경제,[단독] 보조금 받은 전기차 8년내 해외에 팔면 20% 반납,부정
뉴시스,"日도요타, 북미 판매 전기차 충전 규격 테슬라式 채택",중립
노컷뉴스,전기차 판매 '둔화세' 국면…복잡해진 업계 셈법,부정
파이낸셜뉴스,내년 현대차·기아 신형 전기차 쏟아진다,긍정
연합뉴스,中전기차 도전장 속 베일 벗은 벤츠·BMW·VW 차세대 전기차,중립
조선비즈,美 전기차 재고 쌓이자…“대당 1000만원 할인”,부정
디지털타임스,인니 전기차 혜택 말 바꾸기… 맥빠진 현대차,부정
키즈맘,전기차 '가격 혁신' 일어날까? 관건은...,중립
키즈맘,"""수요 감소? 문제 없어""...中 전기차 기업 '방긋' 왜?",중립
경향신문,억대 수입전기차 판매 95% 급증...비쌀수록 과시하는 ‘베블런 효과’,부정
연합뉴스,고장 전기차충전기 수리기간 줄었지만…'일주일 초과' 아직 7%,중립
조선일보,“2030년까지 모두 전기차로 교체”... 교황청이 선택한 회사는,중립
연합뉴스,"美 전기차 루시드, 사우디 공장 가동 시작…""연간 5천대 생산""",중립
한국경제,전기차 경연장이던 LA 오토쇼…올해는 하이브리드도 전면에,중립
전자신문,보급형 전기차 새 수요처…가격·성능 잡은 LFP 배터리 부상,긍정
전자신문,"전기차 시장 게임 체인저 볼보 EX30, '프리미엄의 대중화' 이끈다",긍정
국민일보,전기차 충전칸 알박기 신고에…“부모한테 배웠냐” 막말,부정
경향신문,"트렁크 안 닫히고···“전기차, 내연기관차보다 문제 79% 더 많아”",부정
세계일보,[현장에선] 중국 전기차의 침공,부정
KBS,‘깡통 전기차’로 허위 거래…정부 보조금 54억 가로채,부정
데일리안,"""LFP 반응 좋네?""… 전기차 할인 경쟁, '원가' 경쟁으로",중립
국민일보,"‘안 사거나, 아주 비싸야 사거나’… 1억 넘는 전기차 2배 급증",부정
머니투데이,"""전기차 너무 비싸"" 안 팔리더니 결국 역성장…""보조금 더"" 효과 있을까",부정
CJB청주방송,잘 꺼지지 않는 전기차 화재...새로운 방식으로 ‘완전 진화’,중립
한국경제TV,"""가격이 문제""…중고 전기차 인기 '뚝'",부정
연합뉴스,"K-배터리, 전기차 속도 조절에도 성장세 여전…""내실 다질 기회""",중립
머니투데이,"'600조 시장' 전기차 배터리, 폐기물서 제외…배터리 여권도 도입",중립
디지털타임스,"""정주영 인본주의, 정몽구 품질 잇는다""…현대차, 전기차 공장 울산에 `첫 삽`",긍정
연합뉴스,"전기차 폴스타, 2025년부터 부산 르노 공장서 '폴스타4' 생산",긍정
IT동아,[EV 시대] 전기차 충전기 설치 의무화는 왜 필요할까요?,중립
경향신문,‘국민 트럭’ 디젤 대신 LPG·전기차로 재편,긍정
연합뉴스,"'천장형' K-전기차 충전 시스템, 내년 상용화된다",긍정
더팩트,글로벌 '전기차' 지원책 살펴보니…중국산 '저가 EV' 견제 분주,부정
머니투데이,전기차 수요 주춤…테슬라 '200달러' 붕괴,부정
매일경제,"전기차 또 ‘날벼락’, 이젠 부셔버리고 싶다…중고차도 ‘헐값’, 더 떨어질라[세상만車]",부정
한국경제,"'전기차 충전' 이런 방법 있다니…""부르면 달려갑니다"" [최형창의 中企 인사이드]",긍정
중앙일보,"아이오닉은 4주, 이 차는 1년 기다린다...전기차 따돌린 대세",부정
한국경제,"""진짜 이 정도였다고?""…전기차 너도나도 '파격 할인' 이유는",부정
한국경제,"전기차 전환에 칼 빼든 캐나다 정부 ""2035년부터 전기차 100% 추진""",긍정
조선비즈,"스타벅스, 현대車와 전기차 충전소 설치 본격화…수익성 개선 나선다",긍정
뉴시스,더 늘어난 보조금…이참에 인기 전기차로 갈아탈까?,중립
연합뉴스,"'제2 테슬라' 꿈꾸던 미 전기차 스타트업체들, 이제는 생존 걱정",부정
노컷뉴스,"""전기차 판매 회복했나""…수요 부진 딛고 3개월 연속 증가",긍정
뉴시스,"혼다, GM과 전기차 공동개발 중단…""비용 이견으로 독자 생산""",부정
비즈워치,"[인사이드 스토리]삼성SDI, 전기차 한파에도 여유있는 이유",중립
매일경제,전기차 둔화에 … LG엔솔·포드 합작사 철회,부정
머니투데이,'전기차·용오름·비브리오패혈증'…신종 재난 위험요소로 선정,부정
조선비즈,"올해 美 전기차 판매량, 사상 첫 100만대 돌파",긍정
매일경제,“에이~ 전기차로 무슨 드리프트?”…스포츠카 맞먹을 정도라는데 [시승기],중립
SBS,"전기차 충돌 직후 불길 '활활'…""사람 있다"" 몸 던진 시민",부정
조선비즈,"프랑스, 中 겨냥 전기차 보조금 축소 방침에…“韓·日 업체 물론 테슬라도 타격”",부정
조선일보,거품꺼지는 전기차 ‘파산·감원’… 이제 옥석이 가려진다,부정
오마이뉴스,"폭스바겐의 도전, ""경제위기속 과도기, 결국 전기차로 갈것""",중립
연합뉴스,"테슬라, EU '中전기차 보조금 조사' 불똥…""불공정 혜택 조사""",부정
경향신문,"“전기차 충전해주세요” 부르면, 배터리가 달려갑니다",긍정
전자신문,"현대차, 日 코나 EV 2500만원대 판매…전기차 승부수 띄운다",긍정
머니투데이,"""전기차 보조금 680만원+α 한시 확대""",긍정
연합뉴스,"올들어 유럽·아시아 車 수출 호조…""미 전기차 보조금 영향""",중립
매일경제,"“누굴 탓해, 전기차 산 네가 호갱”…‘망했다’ 욕먹던 일본차, 인기폭발? [세상만車]",부정
지디넷코리아,"머스크 ""저가형 테슬라 전기차, 사람들 매료시킬 것""",긍정
조선비즈,기아 새 전기차 EV3·4·5 동시 공개… 내년부터 출시,긍정
뉴시스,"질주하던 LG전자, 전기차 시장 하락세에 동반 '주춤'",부정
뉴시스,"""전기차도 팝니다""…기아도 인증 중고차 사업 나선다",긍정
머니투데이,"전기차 충전소, 불나면 대형 피해···보험 안되는 사각지대",부정
조선일보,수리비는 비싸고 주차장에선 ‘눈치밥’…애물단지 취급받는 전기차,부정
경향신문,"테슬라, 북미 전기차 충전 방식 평정…한국도 바꾸나 ‘촉각’",중립
한국경제TV,프랑스 이어 독일도…전기차 보조금 '중단',부정
동아일보,"정부, 전기차 보조금 연말까지 한시적 확대",긍정
KBS,“2년 내 대형 사고 우려” 전기차 안전 대책 ‘경고등’ [친절한 뉴스K],부정
연합뉴스,중국外 전기차 배터리 시장서 LG엔솔-CATL '박빙 경쟁' 계속,중립
더팩트,"中 화웨이, 전기차 충전시장 진출 선언",중립
뉴시스,"[르포]""정주영의 꿈, 정의선이 100년 더""…현대차 전기차공장",긍정
머니투데이,"""부모한테 배웠냐, XX""…전기차 충전칸 '알박기 주차' 신고했더니",부정
지디넷코리아,"""2030년 전기차 160만대 판매""...기아가 자신한 이유",긍정
국민일보,‘그렇게 경고했는데’… 오락가락 정책에 꼬여버린 전기차 전략,부정
조선비즈,"티비유, 서울시와 손잡고 ‘찾아오는 전기차 충전 서비스’",긍정
세계일보,“전기차 대중화”… 값 낮추고 크기 줄인 ‘보급형’ 출시 드라이브 [이슈 속으로],긍정
조선비즈,"앞은 맥라렌, 뒤는 포르셰?… 中 샤오미 전기차 첫 공개",중립
중앙일보,"中 지분 25% 넘는 배터리 합작사, 美 전기차 보조금 못 받는다",부정
경향신문,"살 사람 다 샀나…전기차, ‘가격’이 승부처",부정
디지털타임스,"KTC, 전기차 충전기 OCPP 시험기관됐다",중립
연합뉴스TV,전기차 화재 줄어들까…배터리 안전성 인증제 도입 논의,중립
일간스포츠,몸값 낮추는 전기차,부정
뉴시스,포항에 전기차 배터리 자원순환 집적단지 들어선다,긍정
머니투데이,"바이든이 그렇게 미는데…美 전기차보다 하이브리드가 인기, 왜?",부정
오마이뉴스,방직기계부터 전기차까지…자동차 미래를 말하다,중립
연합뉴스,"GM, 전기차 생산 목표치 인하…""시장 수요 둔화 반영""",부정
오토타임즈,"국토부, 전기차 배터리 인증제로 안전성 개선",긍정
파이낸셜뉴스,3분기 최대 실적 낸 현대차… 전기차 개발 속도 올린다,긍정
키즈맘,"""포르쉐 닮았네""...샤오미 첫 전기차 'SU7' 사진 공개",중립
오토타임즈,"프랑스, 유럽산 전기차에만 보조금 준다",부정
한국경제,부품사 무게중심 '스마트폰→전기차' 이동,중립
연합뉴스,"中프리미엄 전기차 지커, 反보조금 분쟁지 유럽시장 '노크'",중립
머니투데이,"자동차세 기준 배기량→차값…""비싼 전기차 굳이 사겠나""",부정
중앙일보,전기차 걱정의 절반은 '화재'... “비상시 문 여는 요령 익혀야”,부정
전자신문,"3000대 쌓인 '캐스퍼'…17% 할인해 재고 털고, 전기차 전환 가속",중립
YTN,'열 폭주' 전기차 배터리 폭발 화재...진화 방법은?,부정
뉴시스,전기차 판매 둔화에…배터리업계 경쟁력 강화 '집중',중립
세계일보,다시 타봐도 ‘역시’… 편안한 전기차 폭스바겐 ID.4 [시승기],긍정
디지털타임스,"KAMA ""국내 전기차 판매량, 9월 이후 회복세""",긍정
뉴시스,합작법인 中 지분 25% 넘으면 美 전기차 보조금 제외(종합),부정
머니투데이,"""기대만 못하네"" 전기차 성장 둔화에…속도 조절 나선 완성차",부정
SBS Biz,4천만원대 전기차 내년에 쏟아진다…기다려볼까?,중립
더팩트,"정부, '전기차 배터리 인증제' 도입 앞두고 업계 의견 수렴",중립
전자신문,"볼보의 파격, 4000만원대 가성비 전기차 'EX30' 韓 상륙",긍정
매일경제,"""이봐, 드리프트 해봤어?"" 전기차 편견 날린 괴물",긍정
연합뉴스,1∼9월 글로벌 전기차 966만대 등록…전년 대비 36.4%↑,긍정
헬스조선,매년 2배 이상 증가하는 전기차 화재사고… ‘대응 매뉴얼’ 나왔다,부정
동아일보,EU-中 전기차 충돌… “보조금 조사” vs “보호무역”,중립
경향신문,LG엔솔·포드·코치 배터리 합작공장 ‘철회’···“전기차 성장세 둔화”,부정
머니투데이,"전기차 9만대밖에 못 팔았지만…토요타, 4년 연속 세계 1위 전망",중립
한국경제,전기차·서버용 오일 선점 경쟁 '활활',중립
뉴시스,"LG전자, 美 전기차 충전기 시장 진출 '본격화'",긍정
노컷뉴스,"정부, 전기차 보급 확대하겠다는 건지 말겠다는 건지",중립
데일리안,저가 전기차+보조금 늘자… 전기차 판매량 9월 이후 '회복세',긍정
한국경제,대구서 펼쳐진 '미래 모빌리티' 세상…주인공은 전기차,긍정
국민일보,2000만원부터!… 중국산 배터리 장착 전기차가 온다,중립
뉴시스,"초소형 전기차, 자동차 전용도로 달린다…전남서 첫 시범운행",긍정
조선비즈,가격이나 거리냐… 전기차 배터리 고르는 시대 온다,중립
머니투데이,"IRA 덕분에… 美 전기차 올해 제일 잘 팔려 ""최대 140만대""",긍정
뉴시스,"추경호 ""전기차 보조금 확대 내주 발표…전기료 인상 무겁게 고민""",중립
SBS Biz,"美 전기차 전환, 수요 감소로 기대에 못 미쳐",부정
한겨레,"주행만 하는 당신, 전기차 절반만 쓰는 겁니다",부정
뉴시스,"""테슬라, 독일서 3000만원대 저가형 전기차 생산 계획""",중립
CJB청주방송,스마트해진 충북혁신도시 교통체계...자율주행 셔틀과 공유 전기차로 업그레이드,긍정
경향신문,“올해 가장 많이 팔린 수입 전기차 1위는?”,중립
매일경제,"괜히 샀다, 충전하다 날새겠네…전기차 날벼락, 하이브리드 횡재수 [세상만車]",부정
전자신문,"LG전자, 전기차 충전기 UL 인증 획득",긍정
경향신문,[여적]위험한 전기차,부정
YTN,"미 전기차 보조금 중국 배제 강화...""中 지분 한도 25%""",부정
연합뉴스,"中전기차에 잇단 러브콜…스텔란티스, 링파오 지분 20% 매입 임박",긍정
조선일보,추워도 오래가는 전기차 1위는 이 국산차,긍정
데일리안,"LG전자, 전기차 충전기 美 UL 인증 획득",긍정
전자신문,[뉴스줌인]2030년 글로벌 톱3 발판…현대차 '울산 전기차 전용공장' 추진 배경은,중립
연합뉴스,수요 냉각에 전기차 투자 속속 연기…UAW와 합의로 일부 확대도,중립
KBS,전기차 판매 ‘급감’… 이제는 ‘가격’이 경쟁력,부정
머니투데이,"샤오미 전기차, 내년 상반기 출시 예정…""IT 기능 중요해져""",중립
연합뉴스,"현대차·기아, LA오토쇼 참가…전기차 고성능·콘셉트 모델 선봬",중립
한국경제,전기차 할인+추가 보조금...아이오닉5 480만원 싸져,긍정
노컷뉴스,잘 나가던 전기차 '멈칫'…중고시장 시세도 '뚝',부정
한겨레,"수요 둔화에 재고 쌓이지만, 그래도 전기차는 달린다",중립
국민일보,"美, 전기차 세액공제 제외 규정 발표 임박… 中차단 목적",부정
KBS,‘프랑스판 IRA’ 전기차 보조금…유럽산되고 아시아산 제외,부정
전주MBC,'전기차 시대 준비' 부족.. 부품 업체 고용 불안 커질라,부정
경향신문,바람 타고 연이 ‘두둥실’ 뜨니 전기차가 ‘완충’…어떻게?,긍정
파이낸셜뉴스,美 전기차 공급망 中 배제 강화...중 배터리 부품 들어가면 보조금 제외,부정
파이낸셜뉴스,"다시 돌아가는 GGM 공장… ""전기차 캐스퍼 곧 만나요""",긍정
오마이뉴스,"승부수 띄운 폴스타, 2025년 부산서 전기차 생산",긍정
조선비즈,[시승기] 2.7톤·659마력의 슈퍼 전기차… BMW i7 M70 x드라이브,중립
머니투데이,'전기차'라더니 내부엔 배터리 없이 텅…보조금 54억 꿀꺽한 일당,부정
머니투데이,[기자수첩] 전기차는 1년의 '3분의 1'이 비수기,중립
연합뉴스,'전기차 심장 핵심소재'…희토류 영구자석 이제 국내서 생산한다,긍정
전자신문,[전문가 기고]수요가 있는 곳에 전기차 공장이 간다,중립
파이낸셜뉴스,"美 보조금 받는 전기차, 80%가 K배터리 탑재",중립
연합뉴스,2025년부터 중국내 기업 핵심광물 쓴 전기차는 美 보조금 못받아(종합),부정
채널A,IT기업 첫 전기차는 샤오미,중립
연합뉴스,"'산유국 탈피 안간힘' 사우디, 전기차 배터리 진출 검토",중립
매일경제,中 완성차 수입 해마다 늘어…전기차 수입 19%가 중국산,중립
JTBC,대륙의 진짜 실수 될까?…'샤오미' 이번엔 전기차 출시,중립
경향신문,"내연차 느낌의 전기차…울컥거림 없이 편안, 가성비도 매력",긍정
kbc광주방송,화재에 취약한 전기차…'배터리 인증제'로 안전성 높인다,중립
연합뉴스,2시간 걸리던 전기차 화재 50분만에 진화…이동식 침수조 눈길,중립
KBS,"[9층시사국] 전기차, 안전합니까?",중립
동아일보,전기차 주춤하자 하이브리드 쾌속질주… 현대차 ‘투트랙’ 전략,중립
머니투데이,'2030년 10만여개' 다 쓴 전기차 배터리 넘쳐날 것…벌써 돈 몰린다,긍정
지디넷코리아,상반기 세계 전기차 55% 중국서 팔렸다,중립
데일리안,'반값 전기차'의 이면… 국민혈세 먹는 하마 될까,부정
머니투데이,전기차 앞세운 中의 세계 공략…완성차 수출 44% 늘었다,긍정
연합뉴스,"LG이노텍, 전기차 핵심 '무선 배터리 관리시스템' 개발 성공",긍정
매일경제,중국 전기차 업체의 질주···“4분기 테슬라 따라잡을 것”,긍정
연합뉴스,中전기차 도전장 속 베일 벗은 벤츠·BMW·VW 차세대 전기차(종합),중립
오토타임즈,"전기차, 정비사도 부족하다",부정
전자신문,"美, 테슬라 전기차 충전방식 표준화…현대차그룹도 내년 적용",중립
머니투데이,[이슈속으로]주춤한 전기차 시장...배터리 3사는 ESS에서 가능성 봤다,중립
경향신문,전기차 배터리의 이력 관리하는 ‘여권’ 추진한다,중립
머니투데이,"에이텀, 전기차 필수부품 공급업체로 퀀텀점프·IPO 대박나나",긍정
뉴시스,"중국, 전기차 수출 공세 본격화…""중저가로 일본시장 공략""",중립
파이낸셜뉴스,"전기차 배터리 화재 숙제...파라텍, 진압 특허 2건 등록",중립
지디넷코리아,전기차 판매 줄고 하이브리드 호황…미소 짓는 전동화 후발주자,부정
매일경제,“충전소 찾아 삼만리 지겨워”…한국서만 속도 더딘 전기차 인기,부정
지디넷코리아,전기차 확산 주춤하자 완성차-배터리 업계 '속도 조절',부정
매일경제,"“차라리 하이브리드 살걸” 전기차 구매자 속터진다…기름값 ‘뚝’, 충전료 ‘쑥’",부정
조선일보,전기차에 맞춰라… 윤활유 업계 ‘땀 뻘뻘’,부정
한국경제,"""가격 확 내립니다""…최고급 전기차 '파격 할인' 나선 이유",긍정
조선비즈,수백만원 할인도 소용없네… 전기차 판매 부진 장기화,부정
뉴시스,"""우려가 현실로""…'중국산 테슬라' 전기차 보조금 싹쓸이",부정
파이낸셜뉴스,"포항시, 전기차 충전 인프라 구축 지속 확대",긍정
파이낸셜뉴스,"""미 자동차 파업은 전기차 시대 노조 생존권 문제""",중립
뉴시스,"남양주지역 전기차충전소, 금연구역으로 지정",중립
YTN,"""수출 61% 상승했는데""...전기차 보조금 '축소' 조짐 [Y녹취록]",부정
한국경제,디젤 게이트·팬데믹 견딘 '벤츠 수호자'…2030년 100% 전기차 전환 이끈다,긍정
한국경제TV,수입 전기차 전성시대…판매 1위는?,긍정
SBS Biz,"샤오미, 中 포르쉐·테슬라 꿈꾸며 첫 전기차 공개",긍정
KBS,프랑스에 일본까지…잘 나가던 한국 전기차 ‘산 넘어 산’,부정
뉴시스,"'엔진 감성' 고성능 전기차 '아이오닉5 N'…""달릴 수록 재밌다""[시승기]",긍정
조선일보,"‘하면 된다’ 꺼낸 정의선 “울산 전기차 공장, 현대차의 50년 미래”",긍정
한국경제TV,"전기차 뛰어든 中 샤오미 ""테슬라 잡을 준비됐다""",긍정
뉴시스,"""현대차그룹도 예외 없다""…국내 전기차 판매 '빨간불'",부정
머니투데이,불나는 전기차 배터리 사라지나…'인증제' 업계 간담회,부정
경향신문,보조금 연장 ‘전기차 보급 확대 효과’ 제한적···현대차·기아는 웃는다?,중립
연합뉴스,"기아, EV5 디자인 공개…중국 현지 생산 첫 전용 전기차",중립
KBS,"휘발유차 ‘멈춤’, 전기차 ‘질주’…우리 정책과 전략은?",중립
지디넷코리아,"신세계I&C, 스타필드 ‘스파로스 EV’ 전기차 충전소 오픈",긍정
아이뉴스24,"""와 포르쉐인줄""…中 샤오미 첫 전기차 실물 공개",긍정
연합뉴스,"현대차 ""전기차 전략 변경 없어…조지아공장 가동도 계획대로""",중립
머니투데이,"""포터만 잘 팔리네…"" 빠르게 둔화하는 국내 전기차 시장",부정
연합뉴스,"""25년까지 전기차 배터리 가격 40%↓…내연기관차와 원가 비슷""",중립
연합뉴스,"中 전기차, 가격 내리니 오히려 판매 줄어…""더 싸질 것"" 기대",중립
중앙일보,"[트랜D] 떠오르는 블루오션, 전기차 충전 시장",긍정
중앙일보,풍절음 아쉽지만 꿀렁임 없다…출력+주행거리 뽐낸 이 전기차,중립
조선비즈,부진했던 전기차 판매 반등… 수백만원 할인 통했다,긍정
한겨레,"세계 판매 1위 비야디, 한국 전기차 시장 공략하나 [ESC]",중립
한국경제,"""밟는 즉시 쭉쭉""…완판된 '폭스바겐 전기차' 타보니 [신차털기]",긍정
국민일보,전기차 한파에… 역풍 맞은 배터리 업계,부정
연합뉴스,"현대차, 인니 상용 전기차 시장 공략…플랫폼 부품 공급 계약",중립
KBS,[큐레이터 W] 전기차 공장 ‘첫 삽’ 외,중립
MBC,"[M피소드] '전기차 보조금'이 54억이나 줄줄?‥""위조 서류로도 거뜬했다""",부정
국민일보,잘 나가던 전기차 급제동… 피크아웃? 성장통?,중립
연합뉴스,"중국차 몰린 독일 IAA 개막…독일 총리 ""더 싼 전기차 팔아달라""",중립
한국경제,"""중견기업 중 유일""…전기차 핵심부품 개발 성공한 韓기업",긍정
매일경제,전기차 설비 마무리 GGM “내년 2월 시험 생산”,중립
SBS Biz,'승차감'보다 '하차감' 전기차 쏟아진다…누가 살까?,부정
경향신문,"현대차·기아, 구동장치를 바퀴 안에 쏙···“전기차 시대 게임체인저”",긍정
매일경제,스포츠카도 전기차가 대세…고성능 전기차 연간 판매 2000대 코앞,긍정
경향신문,올해 미국 전기차 판매 사상 최대…“연말까지 약 140만대 예상”,긍정
연합뉴스,"LS머트리얼즈 내달 코스닥 상장…""전기차 부품 중심, 사업 재편""",중립
오토타임즈,"캐딜락, 전기차 저변 넓힐 엔트리 BEV ‘옵틱’ 공개",긍정
SBS Biz,"""전기차 안 팔린다""…미국 전기차 재고 사상 최대",부정
MBN,배터리 빠진 깡통 전기차 수입해 보조금 54억 '꿀꺽',부정
동아일보,"빈패스트, GM시총 추월… ‘가성비 전기차’ 본격 경쟁",긍정
뉴시스,올해 美 전기차 판매 '사상 최대'…전체 승용차의 9%,긍정
머니투데이,"데이터로 '충전기 천국' 만든 네덜란드…""전기차도 휴대폰처럼""",긍정
연합뉴스,"디리스킹·전기차 분쟁 中-EU, 이번엔 플라스틱 반덤핑 갈등",중립
머니투데이,"테슬라의 역습…벤츠도 제친 모델Y, 전기차시장 '메기'되나",긍정
SBS Biz,프랑스 이어 독일도 전기차 보조금 돌연 중단,부정
연합뉴스,"""테슬라, 독일서 3천만원대 저렴한 전기차 생산 계획""",긍정
