Press,Headline,Analysis
뉴시스,"KB증권 ""삼성SDI, 고객 수요 둔화·믹스 악화 반영…목표가↓""",부정
디지털타임스,"테슬라, 美서 185만대 리콜…""차량 후드 열림 문제""",부정
조선일보,금호타이어 2분기 영업이익 1515억원…작년 대비 72% 증가,긍정
매일경제,연내 인도증시 입성 … 4조 수혈로 제2 도약,긍정
세계일보,‘33년차 소방관의 당부’ 영상 뜨거운 공감,긍정
문화일보,에코프로 2분기 영업손실 546억 원…적자 전환,부정
파이낸셜뉴스,"[컨콜] 에코프로 ""중장기 양극재 캐파 하향 검토 중""",부정
매일경제,"‘포스트 중국’ 기대?...대한민국 인니 투자, 전세계 3위",중립
한국경제TV,영업이익 96.6% 감소…에코프로 그룹 줄줄이 하락,부정
한국경제,"프리미엄 세단의 끝판왕 BMW i5 ""묵직하게 잘나가네""",긍정
뉴시스,"세계 전기차 생산 45% '뚝'…현대차 ""하이브리드 확대""",부정
전자신문,"엘앤에프, LFP 배터리 개발 국책과제 주관기업 선정",긍정
아이뉴스24,"금호타이어, 고속도로 안전점검 캠페인 실시",중립
데일리안,[시승기] “전기차 이래도 안 살래?” 기아 EV3의 도발,부정
조선비즈,[특징주] 영업익 97% 급감…에코프로그룹주 약세,부정
지디넷코리아,"中 정부, 전기차 구매 보조금 늘렸다",긍정
한국경제,삼성SDI '게임체인저 배터리' 양산 1년 앞당긴다,긍정
MBC,"테슬라, 미국서 '후드 열림' 결함 185만 대 리콜",부정
한국경제TV,"인기 사업은 미래형車..대기업 절반, 5년간 신사업 추가無",부정
매일경제,출렁이는 테슬라株 … 전망 엇갈리는 월가,중립
동아일보,"핫플 성수동 상륙한 초호화 전기차… 벤츠코리아, 3번째 마이바흐 ‘EQS680 SUV’ 첫선",중립
오토타임즈,"마이바흐, “전통과 미래를 모두 표현할 수 있는 차”",긍정
KBS,"[성공예감] 중국의 대외수출, 순이익이 나빠지고 있다 – 이철 박사(중국전문가)",부정
전자신문,"US산업연합, '혁신·IP 보호 권고 사항' 발표",중립
경향신문,길어지는 캐즘에 배터리셀 제조사 실적도 곤두박질…삼성SDI 2분기 영업익 38% 급감,부정
파이낸셜뉴스,"광주광역시, 전기굴착기 보급 확대...대당 최대 5000만원 지원",긍정
매일경제,"“삼성SDI, 연내 실적 반등 어려워”…목표가↓",부정
연합뉴스,"테슬라, 美서 '후드 열림' 결함 185만대 리콜…주가 4.1%↓(종합)",부정
더팩트,현대차 '소방관 영상' 3000만뷰…수소 모빌리티·소방관 지원 '동시' 홍보,긍정
오토타임즈,"[시승]누구나 좋아할 만한 전기차, 기아 EV3",긍정
지디넷코리아,"삼성SDI, 불황에도 투자 곳간 푼다…전고체·46파이 개발 집중",중립
파이낸셜뉴스,엔비디아·테슬라 동반 급락 [송경재의 새벽 증시],부정
스포탈코리아,"'2년 연속 자동차 GET!' 소크라테스, 시즌 22호 2점 홈런→2024 기아 홈런존 2번째 주인공 등극",중립
한국경제TV,전기차 연구 박차 中 기업들...테슬라 앞지를까,부정
조선비즈,"금호타이어, 2분기 영업익 1515억원… 전년比 72% 상승",긍정
데일리안,"LS E-Link-서울시, 충전인프라 확대 위한 MOU",중립
파이낸셜뉴스,"세계 전기차 운전자의 30%, '가솔린차가 그리워'",부정
지디넷코리아,"[유미's 픽] ""더 이상 '전산실' 아니다""…신동빈이 콕 찍은 롯데 핵심 계열사 어디?",중립
머니투데이,"""5년간 300억달러 더""…싱가포르 국부펀드, 미국 투자 늘린다",중립
뉴시스,"삼성SDI, 캐즘에 실적 '숨고르기'…투자 계획 ""변동 없다""(종합)",중립
경기일보,"구리서 전기자전거 역주행 80대, 방향 전환 중 차량에 치여 숨져",부정
머니투데이,"[단독]SK그룹, 내년 CES서도 'AI와 반도체' 힘준다",중립
조선비즈,쿠페형 SUV·소형 전기차·픽업트럭… 신차 줄줄이 대기,중립
조선비즈,"[특징주] 현대차, 영업익 4.2조로 역대 분기 최대… 5%대 오름세",긍정
노컷뉴스,"광주광역시, 친환경 전기굴착기 보급 늘린다",긍정
머니투데이,"모건스탠리가 테슬라 픽하자 이차전지주 '반등', 증권가 전망은?",긍정
파이낸셜뉴스,"포스코퓨처엠, 포항·광양 어린이 대상 환경캠프 실시",중립
파이낸셜뉴스,"현대차·기아, 인니서 AAM 기술 실증",중립
연합뉴스,[시승기] 전기차를 편하고 효율적으로 모는 법…기아 야심작 EV3,긍정
머니투데이,"에코프로 ""중장기 캐파 하향·투자속도 조절 검토 중""",부정
SBS Biz,'1km라도 더'…가성비 전기차 주행거리 확보 각축전,긍정
파이낸셜뉴스,금호타이어 2분기 영업익 1515억원…전년비 72% 급증,긍정
파이낸셜뉴스,'3천만명이 봤다' 현대차그룹 글로벌 히트친 이 영상은?,긍정
전자신문,"광주시, 전기굴착기 보급 늘린다…대당 최대 5천만원 지원",긍정
SBS,"왕이, EU 외교수장에 ""전기차 관세는 보호무역주의""",부정
매일경제,충전 인프라 확대 위해 서울시·기업 맞손,긍정
매경이코노미,"모건스탠리의 최애 車는 테슬라...테슬라 5.6% 급등 [오늘, 이 종목]",긍정
데일리안,"포스코퓨처엠, 어린이 대상 ‘푸른꿈 환경캠프’ 개최…“환경보호 교육”",긍정
머니투데이,"광주광역시, 노후 건설기계 감축하고 전기굴착기 보급 늘려",긍정
한국경제TV,"""이 정도 일 줄이야""…美 소비자 '극찬'",긍정
뉴시스,"테슬라, 후드 문제로 美서 185만대 리콜",부정
파이낸셜뉴스,"LG전자, 서울시와 손잡고 '이것' 보급 확대한다",중립
MHN스포츠,"'지난해 이어 올해도 자동차 홈런' 소크라테스, 올 시즌 기아 홈런존 두 번째 주인공...EV3 증정 받는다",긍정
매일경제,"‘썩어도 준치’인가...‘인증부정’ 도요타, 상반기 판매 세계1위 수성",중립
뉴시스,"벤처펀드 '큰 손'된 지자체, VC 지역투자 활성화되나",중립
전자신문,"포스코퓨처엠, 지역 어린이 대상 '푸른꿈 환경캠프' 개최",긍정
SBS,"테슬라, 미국서 '후드 열림' 결함 185만 대 리콜…주가 장중 4%↓",부정
뉴시스,"中왕이 ""중국 전기차에 관세는 보호무역주의""…EU와 회담",중립
매일경제,한경협·배터리협 부회장·동포청장...잘 나가는 인니 대사 출신들,중립
주간경향,1588호를 읽고[독자의 소리],중립
머니투데이,"'특수 변압기' 산일전기, 코스피 상장 첫날 28% 상승",긍정
아이뉴스24,"포스코퓨처엠, 탄소중립 주제로 '푸른꿈 환경캠프' 개최",긍정
파이낸셜뉴스,"""지상이든 항공이든 부르면 온다""...현대차, AAM 실증 본격 시동",긍정
동아일보,“AI-미래차가 광주 미래 먹거리… 도시 이용 인구 3000만 시대 열 것”,중립
머니투데이,"17% '뚝' 이 주식, 반등 언제?…""당분간 힘들다"" 눈높이 낮춘 증권가",부정
아이뉴스24,"기아, 판매감소에도 불구하고 최대 실적...""고수익·전기차 판매 확대""",긍정
파이낸셜뉴스,"'투자 축소없다' 삼성SDI, 캐즘에도 배터리 역발상 전략",긍정
지디넷코리아,"포스코퓨처엠, 포항·광양 어린이 대상 '환경캠프' 운영",중립
연합뉴스,"테슬라, 美서 '후드 열림' 결함 185만대 리콜…주가 장중 4%↓",부정
쿠키뉴스,"현대모비스, 2분기 영업이익 전년비 4.2%↓…“전기차 캐즘 여파”",부정
한국경제,"지상과 하늘 연결한다…현대차·기아, 인도네시아 AAM 사업 첫 발",긍정
데일리안,"[컨콜] 기아 ""전기차 캐즘 상황서 EV 전환 무리수 안둘 것""",중립
뉴시스,"진주시, 하반기 친환경 전기자동차 보급사업 추진",중립
한국경제TV,"삼성SDI도 실적 '뚝'…""혹한기 내년까지 간다""",부정
매일경제,현대모비스 2분기 실적 ‘뒷걸음’…전기차 시장 정체 영향,부정
동아일보,[박중현 칼럼]‘트럼프 집권 2기’를 보는 한국인의 독특한 시각,중립
데일리안,'33년차 소방관의 당부' 유튜브 3천만 뷰…현대차 소방관 500명에 간식차 보냈다,긍정
더팩트,"한국앤컴퍼니, 신성장 동력 확보 잰걸음…한온시스템 인수 '막판 진통'",부정
매일경제,“잠깐 좋다 말았네”...반짝 뛴만큼 더 추락한 ‘이 나라’ 증시,부정
연합뉴스,캐딜락 전기차 '리릭' 앰배서더로 박태환 선정,긍정
한국경제,"교통안전공단, 국내 첫 모빌리티지원센터로 산업 활성화 주도…자율차·UAM·드론 안전체계 마련도 적극 나서",중립
조선일보,[朝鮮칼럼] 한전 하루 이자만 120억… 전기 요금 정상화 시급하다,부정
디지털타임스,"33년차 소방관의 당부…현대차그룹 `사륙, 사칠` 3000만뷰 달성",중립
조선비즈,"현대차·기아, 인도네시아 AAM 사업 첫발",중립
세계일보,"현대모비스, 2분기 영업이익 4.2% 감소… 전기차 수요 정체 영향",부정
전자신문,"[단독]현대차, 수소차 '넥쏘' 후속 7년 만에 나온다…내년 5월 양산",긍정
한국경제,제대로 대박 났다…2030 여성들 푹 빠진 車 뭐길래,긍정
한국경제,광주 '2030 대전환'…AI·미래차 + 문화콘텐츠산업 도시로,중립
YTN,"테슬라, '후드 열림' 결함 185만 대 리콜...주가 4.1%↓",부정
스포츠조선,"'개장 이후 두 번째' 기록인데 웃지 못했다…'21세기 최소 경기 기록 탄생&2년 연속 10승' 두산, KIA 제압 '4연패 탈출' [광주 리뷰]",중립
연합뉴스,금호타이어 2분기 영업익 1천515억원…작년 동기보다 72% 증가(종합),긍정
스포츠한국,"[포커스!] 글로벌 프리미엄 전기차 1위 BMW ""한국에서도 성장세 이어간다""",긍정
YTN,"[스타트경제] 머리 숙인 구영배 ""800억 가능하지만 당장은 안 돼""",부정
SBS Biz,"[글로벌 비즈] 맥도날드, 3년 6개월 만에 매출 감소",부정
중앙일보,[스티븐 도버의 마켓 나우] 미 대선서 공화당이 이길 경우 시장은,중립
연합뉴스,"폴스타4, 내달 13일 국내 첫 공개…전시장 '스웨디시 골드' 래핑",중립
중앙일보,‘캐즘’에 엇갈린 K배터리…삼성 “투자지속” LG “속도조절”,중립
데일리안,‘연두색 번호판+전기차 캐즘’ 악조건에도… 마이바흐 ‘정면 돌파’,부정
오토타임즈,"기아, “EV3는 트렌드 신기술 집합체”",긍정
문화일보,현대모비스 2분기 영업이익 4.2% 하락···전기차 수요둔화 여파,부정
스포츠동아,"‘앞 유리 직격’ KIA 소크라테스, 2024 기아 홈런존 두 번째 주인공…기아 ‘EV3’ 증정, 개인 두 번째",긍정
연합뉴스,"캐즘에 삼성SDI 2분기 영업익 38% 급감…""투자계획 큰변동 없다""(종합2보)",부정
한겨레,"‘조정자 자처’ 이탈리아 멜로니, EU-중국 대화 물꼬 틔울까",중립
연합뉴스,"韓, 인니에 2분기에만 1.8조원 투자…美日 꺾고 3위에 올라",긍정
지디넷코리아,"삼성SDI, 2분기 영업익 38%↓...""4분기 수요 회복 기대""",부정
국민일보,"현대차그룹, 인니서 AAM 생태계 구축",중립
머니투데이,"테슬라, 모건스탠리 '자동차 최고 선호주'로 꼽혀…주가 5.6%↑",긍정
SBS Biz,발 넓히는 한국…2분기에만 인도네시아 투자 1.8조원,중립
파이낸셜뉴스,"럭셔리 마이바흐, 엔진차 포기할 수 있나...전기차 전환기 전략은 [FN 모빌리티]",중립
스포츠조선,"'니로→EV3' 소크라테스, 1년 만에 자동차 또 받는다…최형우 이어 13일 만에 KIA 홈런존 직격",중립
파이낸셜뉴스,"아우디, 전기차 앞세워 韓시장 문 다시 두드린다",긍정
더팩트,"금호타이어, 2분기 영업익 1515억…전년比 72.0%↑",긍정
한국경제,"금호타이어, 2분기 영업익 1515억…전년비 72% ↑",긍정
시사저널,"테슬라, 모건스탠리 車 최고 선호주로 꼽혀…주가 5.6%↑",긍정
전자신문,"로터스코리아, 첫 서비스센터 개소…고객 인도 준비",긍정
SBS Biz,"포드 CFO ""전기차 포기하지 않을 것""",긍정
파이낸셜뉴스,"""해외수주 확대"" ESG경영 속도내는 현대모비스",긍정
뉴시스,"""최고급 럭셔리 SUV""…'마이바흐 전기차'는 달랐다",중립
SBS Biz,"[부자들의 투자노트] 포드 CFO ""전기차 포기하지 않을 것""",긍정
문화일보,삼성SDI 2분기 영업이익 2802억 원…전년 대비 37.8% 감소,부정
전자신문,"벤츠, 마이바흐 첫 전기차 'EQS SUV' 韓 출시",긍정
연합뉴스,현대모비스 2분기 영업이익 4.2%↓…전기차 수요둔화 여파(종합),부정
뉴시스,"""전기차 주행거리 고민 끝""…EV3가 '최고'인 이유[시승기]",긍정
국제신문,[증시와이드] ‘트럼프 트레이드’와 시장 변동성,중립
매일경제,"한국도 ‘꿈의 배터리’ 내놓나…삼성SDI “공법 확정, 투자계획 변동없다”",중립
매일경제,재계서 잘나가는 인도네시아 대사 출신들,중립
한경비즈니스,"삼성SDI, 2분기 영업익 37.8%↓…""캐즘에도 투자 계속""",부정
노컷뉴스,"갑작스런 친중행보 伊 총리, EU 中제재 판 흔드나?",부정
디지털타임스,"""투자 신중"" vs ""최선호주""…테슬라, 월가서도 평가 엇갈려",중립
뉴시스,시 주석 “실크로드 계승” vs 伊 총리 “균형과 시장의 공정”,중립
SBS Biz,삼성 美 로비금액 역대 최대…대선100일 4대그룹 분주,중립
디지털타임스,"`캐즘 여파` 삼성SDI, 2분기 영업이익 37.8% 감소",부정
뉴시스,"익산소방서 ""생활 속 리튬이온배터리 화재 주의하세요""",중립
매일경제,"포스코퓨처엠, 탄소중립 주제로 푸른꿈 환경캠프 개최",긍정
매일경제,‘도로 역주행’ 전기자전거 탄 80대…중앙선 넘으려다 車에 치여 사망,부정
SBS Biz,"[트렌딩 핫스톡] 테슬라, 모건스탠리의 '자동차 최고 선호주'⋯주가 5% 넘게 상승",긍정
비즈워치,"LG엔솔, 전기차 '캐즘' 충격 컸다…영업익 '반토막'",부정
조선일보,"현대모비스, 2분기 전기차 캐즘 여파로 이익 4% 줄어",부정
파이낸셜뉴스,불확실성 커진 칩스법·IRA… 대기업 ‘美 로비액’ 더 늘렸다,부정
머니투데이,"33년차 소방관의 응원 메시지…현대차 유튜브, 3주 만에 3000만뷰 돌파",긍정
한국경제,"""POSCO홀딩스, 중국 정부 정책 또는 배터리 반등 필요""-NH",중립
매일경제,"‘하반기 출격 태세’ 로터스자동차코리아, 공식 서비스센터 개소",중립
매일경제,금호타이어 2분기도 '씽씽' 영업익 72%늘어 역대 최고,긍정
디지털타임스,"금호타이어, 2분기 영업익 1515억원…전년比 72%↑",긍정
한국경제,"토요타, 인증부정 스캔들 영향에 6월 생산·판매 감소",부정
IT동아,마이바흐 첫 전기차 ‘EQS SUV’ 출시…주행가능 거리 612km,긍정
뉴시스,"삼성SDI, 2분기 영업익 38%↓…캐즘에 배터리 실적 '부진'",부정
오토타임즈,"로터스, 국내 첫 인증 서비스센터 개소",긍정
노컷뉴스,전국 최초 '해저터널구조대' 출범…특수구조대원 13명 투입,중립
SBS Biz,"[이재모의 기업탐방] 뉴욕증시, FOMC·실적 등 경계감에 보합권 혼조",중립
이데일리,"위츠, ‘전기차 충전 인프라 특별관’ 참가…EV 충전기 선봬",긍정
한경비즈니스,"테슬라, 주가 5.6% 치솟은 이유…“모건스탠리 자동차 부문 최고 선호주”",긍정
연합뉴스,"""中 자동차 가격전쟁 속 부품업체들 '울상'…R&D 투자도 감소""",부정
YTN,"""화살은 어디에?""…랭킹 1위 상대로 1점 쏜 선수에 응원 '봇물'",중립
MBN,"자전거 타던 80대, 중앙선 넘으려다 차에 치여 사망",부정
더팩트,"대구경북기업 이모션, KAIST와 손잡고 원격제어 자율주행기술 실증 사업 착수",중립
SBS Biz,[트렌딩 핫스톡] 테슬라 에너지 사업·AI 기술 상업적 활용 기회에 주목,긍정
데일리안,마이바흐 최초 전기차 'EQS SUV' 출시… 2억2500만원,중립
한겨레,"강남구, 전기차 충전기 둔 공영주차장에 질식소화포 설치",중립
지디넷코리아,'전기차 캐즘' 장기화에 LG엔솔 올해 매출 역성장 불가피,부정
연합뉴스,"테슬라, 모건스탠리의 '자동차 최고 선호주'…주가 장중 6%↑",긍정
오토타임즈,"'33년차 소방관의 당부'..유튜브 조회수 3,000만회 달성",중립
연합뉴스,"KB증권, LG헬로비전 목표가↓…""홈쇼핑 업황 둔화""",부정
매일경제,"“후배야, 다치지 마라”…소방관의 당부, 영상으로 담은 현대차그룹",중립
동아일보,"롯데이노베이트, 신안산선 철도통신시스템 사업 수주… “차별화된 철도 IT 역량 자신있다”",긍정
뉴시스,"현대차그룹, 소방관 지원 수소버스 영상 3000만뷰 돌파",긍정
지디넷코리아,"'철도 IT 강자' 롯데이노베이트, 신안산선 사업 수주로 '200억' 잭팟",중립
경향신문,“터널서 재난 발생 시 골든타임 확보”…충남 ‘해저터널구조대’ 출범,중립
조선일보,현대차그룹 상반기 판매 3년 연속 세계 3위 확실,긍정
한국경제,전기차 캐즘 여파…LG화학 목표가 '줄하향',부정
SBS Biz,[글로벌 비즈 브리핑] 최신 아이폰도 '메이드 인 인디아' 外,중립
SBS Biz,"테슬라 부활?…모건스탠리 ""자동차 최고 선호주"" [글로벌 뉴스픽]",긍정
파이낸셜뉴스,"'美 대선 정보전쟁'..韓대기업, 위싱턴 로비액 최대",중립
대전일보,"충남소방본부, 전국 최초 '해저터널구조대' 출범",중립
연합뉴스,"테슬라, 모건스탠리의 '자동차 최고 선호주'…주가 5.6%↑(종합)",긍정
국민일보,"현대차그룹 소방관 회복지원 영상, 3주만에 3000만뷰",긍정
데일리안,"의왕시, 민선 8기 공약 '전기차 충전시설 확충' 목표 달성",긍정
머니투데이,"""일등석 탄 기분""…벤츠, 마이바흐 첫 전기차 'EQS SUV' 공개",긍정
조선비즈,머스크 지원에 흔들리는 트럼프 정책?...전기차 비판수위 조절,부정
뉴시스,"인천 빌라 주차장 차 3대 불타…""SUV 전기적 요인 발화""",부정
머니투데이,"현대차 ""하이브리드로 전기차 캐즘·대외 불확실성 넘는다""",중립
국민일보,"현대차·기아, 상반기 사상 최대 실적…고환율·고부가가치 차량 판매 주효",긍정
파이낸셜뉴스,"삼성SDI, 캐즘에 2분기도 주춤… ""배터리 투자 축소 없다""",중립
연합뉴스,머스크의 트럼프 지지는 바이든의 '투명인간 취급' 때문인듯,부정
연합뉴스,최고급 전기차 국내 상륙…메르세데스-마이바흐 EQS SUV 출시,긍정
오토타임즈,"금호타이어, 2분기 매출 1조1,319억원..전년 比 12.7%↑",긍정
KBS,현대모비스 2분기 영업이익 4.2%↓…전기차 수요둔화 여파,부정
뉴시스,"에코프로, 캐즘 '직격탄'…2분기 영업손실 546억원",부정
중앙일보,"최대 영업익 찍은 현대차…전기차 수요↓, 美 대선은 변수",중립
뉴시스,"""美 상장 中전기차기업들, 테슬라보다 연구비 비중 ↑""",중립
연합뉴스,'캐즘 여파' 에코프로 2분기 영업손실 546억원…적자 전환(종합),부정
농민신문,전기차 배터리 ‘열폭주’ 실시간 예측 원천기술 개발,중립
더팩트,"[시황] 코스피, 외인·기관 '사자' 2770선 회복···삼성전자 3.58%↑",중립
한국경제TV,모건스탠리가 픽했다…테슬라 '폭풍질주',긍정
전자신문,"삼성SDI, 2분기 영업익 2802억원…전년比 38%↓",부정
동아일보,FOMC 앞둔 뉴욕증시 보합…테슬라 주가 5.6% 급등[딥다이브],긍정
연합뉴스,지지부진 독일 vs 살아나는 남유럽…ECB 금리결정 '진퇴양난',중립
전자신문,"충남 소방본부, 전국 최초 '보령 해저터널 구조대' 출범",중립
한국경제,"TK 공공기관, 자체예산 투입 '알짜기업' 육성",긍정
머니투데이,"금호타이어 2분기 매출 1조1319억…""역대 두번째 실적""",긍정
SBS Biz,"모건스탠리 ""테슬라, 자동차 최고 선호주""…주가 장중 6%↑",긍정
경향신문,"포스코, 중기 금융지원 확대···“철강 생태계 동반성장”",중립
연합뉴스TV,"트럼프 ""전기차 반대 안해""…머스크 지지 선언에 입장 선회?",중립
데일리안,"금호타이어, 2분기 영업이익 1515억…전년비 72%↑",긍정
노컷뉴스,"금호타이어, 3분기 연속 13% 이상 영업이익 달성",긍정
지디넷코리아,"에이치시티, 상반기 매출 438.9억…역대 최대 실적",긍정
머니투데이,"트럼프 ""머스크 사랑하지만…특정 전기차 여전히 반대""",중립
파이낸셜뉴스,"김성제 의왕시장, '전기차 충전시설 확충' 공약 목표 달성",긍정
아이뉴스24,금호타이어 2분기 영업익 1515억…전년비 72%↑,긍정
시사저널,[충남24시]전국 최초 ‘해저터널구조대’ 출범,중립
전자신문,"현대차, 전기차 캐즘 속 '분기 최대 실적' 다시 썼다",긍정
한겨레,보령서 전국 첫 해저터널구조대 출범,중립
디지털타임스,`유연생산`으로 테슬라 꺾은 현대차·기아,긍정
전자신문,"에이스웍스, 기존보다 50배 빠른 초고속 배터리셀 시뮬레이터 출시",긍정
조선일보,마이바흐 첫 전기차 ‘EQS SUV’ 국내 출시,긍정
조선비즈,"‘시총 1조원’ 산일전기, 이번 주 코스피 입성… 피앤에스미캐닉스 코스닥 데뷔",중립
매경이코노미,국내외 트럼프 수혜주…보호무역에 국내 조선·바이오 ‘땡큐’,중립
연합뉴스,"충남소방본부, 전국 첫 해저터널구조대 출범",중립
머니투데이,"트럼프 이어 해리스 트레이드…증시 변동성 확대, 대응법은?",중립
경향신문,"배터리 현지 생산 이어 ‘에어택시’까지…현대차그룹, AAM 기술 실증 공개로 인도네시아 시장 공략 가속",중립
뉴시스,"에이치시티, 상반기 사상 최대 매출 달성…영업익 56억",긍정
머니투데이,의왕시 전기차 충전시설 120곳 운영...공약 초과 달성,긍정
연합뉴스,"전기차 수요 둔화…LG엔솔, 2분기 AMPC 제외 2천525억원 적자(종합2보)",부정
뉴시스,"삼성전자 훈풍 탄 코스피, 1.19% 오른 2770선 마감[마감시황]",중립
한국경제,"에코캡, 2028년까지 물량 확보…미국 시장 공략",긍정
머니투데이,현대모비스 2분기 영업익 6361억원...전기차 둔화에 4.2% 감소,부정
더팩트,"의왕시, '전기차 충전시설 확충 공약' 조기 달성",긍정
동아일보,"금호타이어, 2분기 역대 두번째 실적↑",긍정
매일경제,"""바닥 아래 바닥 있다"" 속절없는 中펀드",부정
파이낸셜뉴스,"삼성화재, 모빌리티 일상생활 서비스 'Car케어' 오픈",긍정
동아일보,4개월 연속 1위 ‘아우디 Q4 40 e-트론’… 고급 전기차 대중화 발판,긍정
SBS Biz,전기차 캐즘에도 잘 나간 현대차…배터리는 직격탄,부정
디지털타임스,"머스크의 트럼프 전폭 지지, 바이든 때문?",부정
스포츠동아,"캐딜락, 브랜드 첫 순수 전기 SUV 리릭 앰버서더에 ‘한국 수영의 전설’ 박태환 선정",긍정
매일경제,[글로벌포커스] 트럼프가 때려도 끄떡없는 中,부정
뉴시스,"한양대 오기용 교수팀, 전기차 열폭주 실시간 예측 원천 기술 개발",긍정
동아일보,바닥 모를 리튬 가격 추락… 값싼 전기차 기대감 ‘쑥’[딥다이브],부정
지디넷코리아,"자동차 부문 '톱픽' 테슬라, 주가 6% 급등",긍정
연합뉴스TV,"[3분증시] 뉴욕증시, FOMC·빅테크 실적 경계에 혼조…다우만 0.12%↓ 外",중립
SBS Biz,[굿모닝 마켓] 빅 이벤트 앞두고 관망세…중소형주 상승하나?,중립
머니투데이,미국 나스닥 급락 영향…보합권 출발한 코스피·800선 넘나드는 코스닥,중립
시사저널,美 대선 ‘불똥’…‘페이팔 마피아’ 우정 금갔다,부정
전자신문,"에이치시티, 상반기 영업익 56억원 기록",중립
파이낸셜뉴스,"""강원형 반도체 생태계 구축… 삼성 같은 대기업 유치할것""[로컬 포커스 자치단체장을 만나다]",중립
국민일보,"[기고] 친환경 자동차, 공공교통에 먼저",중립
경향신문,"현대차, 전기차 부진 속에도 ‘질주’",중립
노컷뉴스,"車의 모든 것 'Car케어'에서…삼성화재, 서비스 오픈",중립
전자신문,"롯데이노베이트, 신안산선 철도통신시스템 사업 수주",중립
연합뉴스,"삼성화재, 모바일로 종합차량관리 '카 케어' 서비스 출시",긍정
전자신문,"광주전남중기청, '초격차 스타트업 1000+' 선정 그리네플·클리에어 현판 전달",중립
연합뉴스,"현대차그룹, 인도네시아 정부에 미래항공모빌리티 기술 소개",중립
뉴시스,"충남도, 지역 국회의원들과 ‘국비 11조 시대’ 다짐",중립
매일경제,마이바흐 첫 순수전기차 ‘마이바흐 EQS SUV’ 공개,중립
연합뉴스,"""트럼프 당선땐 美 전기차시장 추가 위축…K-배터리도 영향""",부정
머니투데이,"LG화학 '전기차 캐즘'에 영업익 급감…""양극재 투자 속도조절""",부정
조선일보,트럼프 vs 반 트럼프...정치 싸움에 깨진 ‘페이팔 마피아’ 우정,부정
비즈워치,"‘럭셔리카의 정점’…벤츠 마이바흐, 첫 전기차 출격",긍정
디지털타임스,"벤츠, 마이바흐 첫 전기차 `EQS SUV` 출시…8월 인도",긍정
디지털타임스,"""차량관리 결과 모바일로""... 삼성화재 `카 케어`",중립
문화일보,현대차 ‘소방관 회복지원’ 영상 3주만에 3000만뷰 돌파,긍정
데일리안,"""머스크, '테슬라 홀대' 바이든에 서운해 트럼프 지지""",부정
머니투데이,"'내연차 쌩쌩' GM, 전기차 생산 더 늦춘다",부정
한겨레,"‘트럼프 미국’ 다시 겪을까…유럽, 위기 대응 TF까지 가동",부정
KBS,전기차·킥보드 전기 충전시설 화재 증가,부정
연합뉴스,"트럼프, '머스크 때문에 전기차 비판 수위 조절' 보도 반박",부정
헤럴드경제,"전기차 대중화 이끌 EV3, 최고 실용성 [김성우의 시승기-기아 EV3]",긍정
전자신문,"현대차그룹, 소방관 회복지원 영상 공개 3주만에 3000만뷰 돌파",긍정
SBS,"현대차그룹 소방관 회복 지원 영상, 공개 3주 만에 3천만 뷰 돌파",긍정
지디넷코리아,"포스코홀딩스 ""전기차 캐즘, 우량 자산 확보 기회""…뚝심 투자 지속",긍정
연합뉴스,"현대차그룹 소방관 회복지원 영상, 공개 3주만에 3천만뷰 돌파",긍정
데일리안,"[컨콜] 삼성SDI ""각형 배터리 수요 증가…오랜시간 축적한 노하우로 차별화된 경쟁력 보유""",긍정
한국경제TV,"리튬 가격, 고점 대비 85% 하락에도 추가하락 전망 등장 [최보화의 글로벌 ETF·원자재 시황]",중립
동아일보,"현대차그룹, 인니서 지상-항공 통합 모빌리티 소개",중립
전자신문,전기차 캐즘 장기화에…LG엔솔 “올해 역성장 전망”,부정
전자신문,"현대차·기아, 인니 AAM 상용화 첫발…'지상-항공' 통합 기술 실증",중립
국민일보,"현대차그룹, 인도네시아에서 미래항공모빌리티 시연",중립
한국경제TV,"바이든 대통령, 대법원 개혁 추진&모간스탠리, 테슬라 '최선호주' 선정 [굿모닝 글로벌 이슈]",중립
헤럴드경제,‘궁극적 럭셔리’ 마이바흐 첫 순수 전기차 상륙,긍정
전자신문,"에코프로, 2분기 적자 전환",부정
데일리안,"삼성화재, 모빌리티 일상생활 서비스 Car케어 오픈",중립
매일경제,"“최고의 최고”…벤츠코리아, 전기차 ‘마이바흐 EQS SUV’ 2억대 출시",긍정
노컷뉴스,"트럼프, 전기차에 대한 입장 변했다…머스크 '친분' 영향",중립
KBS,"자전거 타다 중앙선 넘으려던 80대 남성, 차에 치여 사망",부정
머니투데이,맥도날드 5달러 세트 불티난다…실적악화에도 기대감 상승 [뉴욕마감],중립
동아일보,전기차 수요둔화에 배터리업계 순익 급감,부정
뉴시스,"LG엔솔 ""글로벌 전기차 성장률, 20% 초반 밑돌 것""",중립
조선비즈,[Why] 민주당에만 투표했다던 머스크가 공화당으로 노선 바꾼 이유,부정
파이낸셜뉴스,'글로벌 경제도시' 꿈꾸는 원강수 원주시장 [로컬 포커스 자치단체장을 만나다],중립
뉴시스,"트럼프, '머스크 탓 전기차 비판 조절' NYT 보도 반박[2024美대선]",중립
파이낸셜뉴스,"[특징주] PI첨단소재, 2분기 호실적에 3%대 강세",긍정
